"tax_id","org_name","genome_size","coding_genes","isolation_source","reference","ref_type"
634956,"Parageobacillus thermoglucosidasius",3993793,3759,"Isolated from Obsidian Hot Spring, Yellowstone National Park, Montana, USA.","40781","bioproject_id"
797210,"Halopiger xanaduensis",4355268,4221,NA,"56049","bioproject_id"
983544,"Lacinutrix sp. 5H-3-7-4",3296168,2967,"Isolated from subseafloor sediments at Suruga Bay (Japan) at depths of 31.4 and 41 m.","62899","bioproject_id"
647113,"Methanothermococcus okinawensis",1677455,1595,NA,"43653","bioproject_id"
1032480,"Microlunatus phosphovorus",5683123,5359,NA,"66879","bioproject_id"
882102,"Vibrio anguillarum 775",4052047,3731,NA,"51883","bioproject_id"
593907,"Cellulomonas gilvus",3526441,3164,NA,"33853","bioproject_id"
662755,"Corynebacterium resistens",2601311,2171,NA,"39683","bioproject_id"
717231,"Flexistipes sinusarabici",2526590,2261,NA,"45817","bioproject_id"
1002804,"Helicobacter bizzozeronii",1807534,1971,NA,"65019","bioproject_id"
679901,"Methanosalsum zhilinae",2138444,1976,NA,"40771","bioproject_id"
536019,"Mesorhizobium opportunistum",6884444,6508,NA,"33861","bioproject_id"
529709,"Pyrococcus yayanosii",1716818,1865,NA,"66055","bioproject_id"
365046,"Ramlibacter tataouinensis",4070193,3881,NA,"16294","bioproject_id"
760570,"Streptococcus parasanguinis ATCC 15912",2153652,2022,NA,"48315","bioproject_id"
667014,"Thermodesulfatator indicus",2322224,2195,NA,"40057","bioproject_id"
795359,"Thermodesulfobacterium geofontis",1634377,1596,NA,"67515","bioproject_id"
991791,"Clostridium acetobutylicum DSM 1731",4145581,3922,NA,"63241","bioproject_id"
945712,"Corynebacterium ulcerans BR-AD22",2606374,2334,NA,"61803","bioproject_id"
1036673,"Paenibacillus mucilaginosus KNP414",8663821,7804,NA,"67335","bioproject_id"
491077,"Lactobacillus reuteri SD2112",2316838,2300,NA,"30643","bioproject_id"
765952,"Parachlamydia acanthamoebae",3072383,2788,NA,"49033","bioproject_id"
761193,"Runella slithyformis",6919729,5792,NA,"49125","bioproject_id"
688269,"Pseudothermotoga thermarum",2039943,1945,NA,"68449","bioproject_id"
545776,"Treponema paraluiscuniculi",1133390,1010,NA,"30657","bioproject_id"
579138,"Zymomonas mobilis subsp. pomaceae ATCC 29192",2061413,1748,NA,"34927","bioproject_id"
717785,"Hyphomicrobium sp. MC1",4757528,4893,"Originally isolated from industrial sewage.","67153","bioproject_id"
483219,"Myxococcus fulvus",9003593,7284,NA,"27837","bioproject_id"
331113,"Simkania negevensis",2628375,2518,"Originally discovered as a contaminant of a human cell culture. obligate intracellular bacterium.","49035","bioproject_id"
573569,"Francisella sp. TX077308",2035931,1976,NA,"67139","bioproject_id"
696127,"Candidatus Midichloria mitochondrii",1183732,1210,NA,"42125","bioproject_id"
903503,"Candidatus Moranella endobia PCIT",538294,406,NA,"53213","bioproject_id"
891398,"Candidatus Tremblaya princeps PCIT",138927,121,NA,"53211","bioproject_id"
1042878,"Cupriavidus necator N-1",8480857,7832,NA,"67893","bioproject_id"
1042156,"Clostridium sp. SY8519",2835737,2619,NA,"67799","bioproject_id"
502558,"Eggerthella sp. YY7918",3123671,2680,NA,"67615","bioproject_id"
979982,"Leuconostoc sp. C2",1877273,1855,"Isolated from a fermented regional kimchi, which was made using the mixture of radish, Chinese cabbage, brown algae, and some seasoning ingredients.","67911","bioproject_id"
956483,"Mycoplasma bovis Hubei-1",948121,801,NA,"62195","bioproject_id"
261292,"Nitrosomonas sp. Is79A3",3783444,3372,NA,"52837","bioproject_id"
1042876,"Pseudomonas putida S16",5984790,5218,NA,"67881","bioproject_id"
96563,"Pseudomonas stutzeri ATCC 17588",4547930,4217,NA,"68131","bioproject_id"
391595,"Roseobacter litoralis",4745450,4537,NA,"19357","bioproject_id"
744872,"Treponema caldarium",3239340,2789,NA,"46527","bioproject_id"
887712,"Chlamydia trachomatis L2c",1038313,954,NA,"47581","bioproject_id"
572418,"Mycobacterium africanum",4389314,3830,NA,"68095","bioproject_id"
1051632,"Sulfobacillus acidophilus TPY",3551206,3754,NA,"68423","bioproject_id"
1045854,"Weissella koreensis",1441470,1357,NA,"67979","bioproject_id"
218493,"Salmonella bongori NCTC 12419",4460105,3864,NA,"351","bioproject_id"
1048332,"Streptococcus salivarius CCHSS3",2217184,2027,NA,"67173","bioproject_id"
990288,"Acidithiobacillus caldus SM-1",3237599,3186,NA,"63223","bioproject_id"
860228,"Capnocytophaga canimorsus",2571406,2405,NA,"50199","bioproject_id"
1005048,"Collimonas fungivorans",5186898,4432,NA,"65451","bioproject_id"
1053692,"Methanococcus maripaludis X1",1746697,1850,NA,"68579","bioproject_id"
1048245,"Mycobacterium canettii CIPT 140010059",4482059,3861,NA,"68135","bioproject_id"
63186,"Zobellia galactanivorans",5521712,4733,NA,"280717","bioproject_id"
1032845,"Rickettsia heilongjiangensis",1278471,1297,NA,"66907","bioproject_id"
1042877,"Thermococcus sp. 4557",2011320,2133,NA,"67883","bioproject_id"
520461,"Brucella pinnipedialis B2/94",3399268,3325,NA,"41867","bioproject_id"
1054460,"Streptococcus pseudopneumoniae",2195458,2236,NA,"71153","bioproject_id"
1029718,"Candidatus Arthromitus sp. SFB-mouse-Japan",1620005,1491,NA,"66727","bioproject_id"
880070,"Cyclobacterium marinum",6221273,5000,NA,"51773","bioproject_id"
521010,"Borreliella bissettii",1403443,1463,NA,"29363","bioproject_id"
858619,"Corynebacterium variabile",3433007,3039,NA,"50001","bioproject_id"
743299,"Acidithiobacillus ferrivorans",3207552,3093,NA,"61509","bioproject_id"
868597,"Stenotrophomonas maltophilia JV3",4544477,4063,NA,"53943","bioproject_id"
634497,"Haloarcula hispanica ATCC 33960",3890005,3859,NA,"68523","bioproject_id"
886377,"Muricauda ruestringensis",3842422,3432,NA,"52467","bioproject_id"
743965,"Mycoplasma putrefaciens KS1",832603,650,NA,"46453","bioproject_id"
632516,"Caldicellulosiruptor lactoaceticus",2674809,2318,NA,"40219","bioproject_id"
862751,"Streptomyces sp. SirexAA-E",7414440,6357,NA,"38225","bioproject_id"
653045,"Streptomyces violaceusniger",11138313,8985,NA,"43031","bioproject_id"
756883,"Halophilic archaeon DL31",3643158,3476,NA,"52855","bioproject_id"
640513,"Enterobacter asburiae LF7a",5012132,4612,NA,"41509","bioproject_id"
862965,"Haemophilus parainfluenzae",2086875,1979,NA,"50411","bioproject_id"
762570,"Rhodothermus marinus SG0.5JP17-172",3334122,2838,NA,"56095","bioproject_id"
697303,"Thermoanaerobacter wiegelii",2785056,2522,NA,"42251","bioproject_id"
981368,"Xanthomonas axonopodis pv. citrumelo F1",4967469,4181,NA,"62495","bioproject_id"
504832,"Oligotropha carboxidovorans OM5 (Goettingen)",3896074,3629,NA,"41025","bioproject_id"
420889,"Lactococcus garvieae ATCC 49156",1950135,1947,NA,"18705","bioproject_id"
748280,"Pseudogulbenkiania sp. NH8B",4332995,4015,"Originally isolated from an agricultural field in Niigata, Japan, where paddy rice and soybean were rotationally cultivated every 2 years.","68325","bioproject_id"
694429,"Pyrolobus fumarii",1843267,1967,NA,"48579","bioproject_id"
585394,"Roseburia hominis",3592125,3362,NA,"33399","bioproject_id"
627192,"Sphingobium sp. SYK-6",4348133,4063,NA,"67115","bioproject_id"
881621,"Listeria ivanovii subsp. ivanovii PAM 55",2928879,2650,NA,"13441","bioproject_id"
1041504,"Candidatus Arthromitus sp. SFB-rat-Yit",1515556,1346,NA,"67837","bioproject_id"
1034807,"Flavobacterium branchiophilum",3563292,2872,NA,"67123","bioproject_id"
1069534,"Lactobacillus ruminis",2066652,1862,NA,"70721","bioproject_id"
714313,"Lactobacillus sanfranciscensis",1375770,1284,NA,"43579","bioproject_id"
345219,"Bacillus coagulans 36D1",3552226,3290,NA,"15679","bioproject_id"
981222,"Chloracidobacterium thermophilum",3695372,3054,NA,"62457","bioproject_id"
856793,"Micavibrio aeruginosavorus ARL-13",2481983,2432,NA,"49751","bioproject_id"
634177,"Komagataeibacter medellinensis",3513191,3195,NA,"64985","bioproject_id"
1085623,"Glaciecola nitratireducens",4134229,3654,NA,"73073","bioproject_id"
1064535,"Megasphaera elsdenii",2474718,2220,NA,"70535","bioproject_id"
1008459,"Taylorella asinigenitalis MCE3",1638559,1524,NA,"66041","bioproject_id"
1052585,"Bacillus subtilis subsp. spizizenii TU-B-10",4207222,4297,NA,"68561","bioproject_id"
693746,"Oscillibacter valericigenes",4470622,4723,NA,"41823","bioproject_id"
652620,"Rickettsia japonica",1283087,971,NA,"38487","bioproject_id"
246969,"Thermococcus sp. AM4",2086428,2222,NA,"19381","bioproject_id"
568816,"Acidaminococcus intestini",2487765,2404,NA,"32215","bioproject_id"
945021,"Tetragenococcus halophilus",2562720,2555,NA,"41613","bioproject_id"
768679,"Thermoproteus tenax",1841542,2049,NA,"49419","bioproject_id"
1074889,"Blattabacterium sp. (Mastotermes darwiniensis)",590336,544,"Flavobacterial endosymbiont of the termite Mastotermes darwiniensis.","70095","bioproject_id"
1045855,"Pseudoxanthomonas spadix",3452554,3149,NA,"67981","bioproject_id"
580340,"Thermovirga lienii",1999646,1875,NA,"33163","bioproject_id"
1082931,"Pelagibacterium halotolerans",3948887,3881,NA,"72927","bioproject_id"
1003195,"Streptomyces cattleya NRRL 8057 = DSM 46488",8092553,7475,NA,"65103","bioproject_id"
591167,"Streptomyces pratensis",7656104,6572,NA,"33771","bioproject_id"
452652,"Kitasatospora setae",8783278,7569,"Produce setamycin (bafilomycin B1) possessing antitrichomonal activity.","19951","bioproject_id"
1091494,"Methylomicrobium alcaliphilum",4796711,4086,NA,"73721","bioproject_id"
914149,"Vibrio cholerae O1 2010EL-1786",4077740,3845,NA,"59943","bioproject_id"
754507,"Aggregatibacter actinomycetemcomitans ANH9381",2136808,2058,NA,"47337","bioproject_id"
1045856,"Enterobacter cloacae EcWSU1",4798091,4619,NA,"67983","bioproject_id"
1041826,"Flavobacterium columnare",3162432,2642,NA,"67781","bioproject_id"
1114967,"Propionibacterium acnes TypeIA2 P.acn17",2522885,2263,NA,"76701","bioproject_id"
1114969,"Propionibacterium acnes TypeIA2 P.acn31",2498766,2244,NA,"76703","bioproject_id"
1114966,"Propionibacterium acnes TypeIA2 P.acn33",2489623,2233,NA,"76699","bioproject_id"
640081,"Dechlorosoma suillum",3806980,3443,NA,"37693","bioproject_id"
862719,"Azospirillum lipoferum",6846400,6098,"Bacteria of the genus Azospirillum are found primarily in terrestrial habitats, where they colonize roots of important cereals and other grasses and promote plant growth by several mechanisms including nitrogen fixation and phytohormone secretion.","50367","bioproject_id"
862908,"Halobacteriovorax marinus",3437906,3231,"Isolated from coastal waters near St John's Island, US Virgin Islands.","50431","bioproject_id"
1075399,"Blattabacterium Cpu (Cryptocercus punctulatus)",609561,548,NA,"71047","bioproject_id"
720554,"Clostridium clariflavum",4897678,3892,NA,"72805","bioproject_id"
690850,"Desulfovibrio africanus",4200534,3725,NA,"52831","bioproject_id"
546269,"Filifactor alocis",1931012,1641,NA,"30485","bioproject_id"
682795,"Granulicella mallensis",6237577,4815,NA,"47903","bioproject_id"
443254,"Marinitoga piezophila",2244793,2046,NA,"66025","bioproject_id"
1111676,"Mycoplasma haemocanis",919992,1175,NA,"76583","bioproject_id"
511062,"Oceanimonas sp. GK1",3527244,3221,"Isolated from Gavkhouni Wetland in Iran.","68171","bioproject_id"
985665,"Paenibacillus terrae",6083395,5525,NA,"67295","bioproject_id"
911045,"Pseudovibrio sp. FO-BEG1",5916782,5468,"Isolated from a coral.","73563","bioproject_id"
1104324,"Pyrobaculum ferrireducens",2467972,2827,NA,"74711","bioproject_id"
941638,"Rickettsia slovaca 13-B",1275089,1114,NA,"15712","bioproject_id"
568817,"Serratia symbiotica",1762765,672,NA,"32211","bioproject_id"
158190,"Sphaerochaeta pleomorpha",3590853,3159,NA,"50049","bioproject_id"
1116231,"Streptococcus macedonicus",2142762,2017,NA,"76965","bioproject_id"
768706,"Desulfosporosinus orientis",5863081,5242,NA,"66191","bioproject_id"
1111068,"Geobacillus thermoleovorans CCB_US3_UF5",3596620,3887,NA,"76489","bioproject_id"
926562,"Owenweeksia hongkongensis",4000057,3485,NA,"65297","bioproject_id"
749414,"Streptomyces bingchenggensis",11936683,10022,NA,"46847","bioproject_id"
700598,"Niastella koreensis",9033684,7174,NA,"42711","bioproject_id"
903510,"Vibrio furnissii",4916408,4462,NA,"53247","bioproject_id"
1006551,"Klebsiella michiganensis KCTC 1686",5974109,5488,NA,"65523","bioproject_id"
203275,"Tannerella forsythia",3405521,3001,NA,"319","bioproject_id"
1116375,"Vibrio sp. EJY3",5452646,4786,"Isolated from a decomposed grapsid crab (Grapsidae) collected from the coast of the West Sea (Incheon, South Korea).","77223","bioproject_id"
871585,"Acinetobacter pittii",3862530,3599,NA,"83123","bioproject_id"
710685,"Mycobacterium rhodesiae",6415739,6147,NA,"60027","bioproject_id"
334406,"Bacillus cereus NC7401",5552031,5761,NA,"18977","bioproject_id"
698966,"Corynebacterium diphtheriae 241",2426551,2245,NA,"42407","bioproject_id"
698972,"Corynebacterium diphtheriae INCA 402",2449071,2215,NA,"42419","bioproject_id"
1087452,"Corynebacterium pseudotuberculosis 3/99-5",2337938,2142,NA,"73231","bioproject_id"
478433,"Mycobacterium tuberculosis KZN 4207",4394985,3996,NA,"21053","bioproject_id"
862962,"Bacteroides fragilis 638R",5373121,4291,NA,"50405","bioproject_id"
1114958,"Bacillus velezensis CAU B946",4019861,3823,NA,"76795","bioproject_id"
698967,"Corynebacterium diphtheriae HC01",2427149,2248,NA,"42409","bioproject_id"
698968,"Corynebacterium diphtheriae HC02",2468612,2230,NA,"42411","bioproject_id"
698969,"Corynebacterium diphtheriae HC03",2478364,2262,NA,"42415","bioproject_id"
698970,"Corynebacterium diphtheriae HC04",2484332,2276,NA,"42417","bioproject_id"
698962,"Corynebacterium diphtheriae 31A",2535346,2381,NA,"42399","bioproject_id"
698973,"Corynebacterium diphtheriae BH8",2485519,2361,NA,"42423","bioproject_id"
698963,"Corynebacterium diphtheriae C7",2499189,2337,NA,"42401","bioproject_id"
698965,"Corynebacterium diphtheriae CDCE 8392",2433326,2249,NA,"42405","bioproject_id"
698964,"Corynebacterium diphtheriae PW8",2530683,2322,NA,"42403","bioproject_id"
698971,"Corynebacterium diphtheriae VA01",2395441,2191,NA,"42421","bioproject_id"
347495,"Bacillus cereus F837/76",5288498,5468,NA,"15716","bioproject_id"
1104320,"Brucella abortus A13334",3286032,3338,NA,"74681","bioproject_id"
1104321,"Brucella canis HSK A52141",3277512,3280,NA,"74683","bioproject_id"
1112912,"Brucella suis VBI22",3316088,3270,NA,"76709","bioproject_id"
580047,"Chlamydia trachomatis A2497",1044325,879,NA,"32651","bioproject_id"
755731,"Clostridium sp. BNL1100",4613747,3920,"Isolated from corn stover.","81613","bioproject_id"
641491,"Desulfovibrio desulfuricans ND132",3858580,3454,NA,"37769","bioproject_id"
1097668,"Burkholderia sp. YI23",8896411,7804,"Isolated from a golf course soil in Yongin, Kyongggi-do, South Korea.","74517","bioproject_id"
1112856,"Mycoplasma pneumoniae 309",817176,707,NA,"78181","bioproject_id"
701521,"Pediococcus claussenii",1978793,1881,NA,"42741","bioproject_id"
588858,"Salmonella enterica subsp. enterica serovar Typhimurium 14028S",4964097,5413,NA,"33067","bioproject_id"
568708,"Salmonella enterica subsp. enterica serovar Typhimurium D23580",4879400,4446,NA,"40625","bioproject_id"
595495,"Escherichia coli KO11FL",5029323,4653,NA,"33875","bioproject_id"
1112204,"Gordonia polyisoprenivorans",5844299,5110,NA,"76601","bioproject_id"
862964,"Haemophilus influenzae 10810 (serotype b)",1981535,1903,NA,"50409","bioproject_id"
1105105,"Rickettsia rickettsii Arizona",1267197,1343,NA,"75025","bioproject_id"
1105102,"Rickettsia rickettsii Colombia",1270083,1350,NA,"75019","bioproject_id"
1105103,"Rickettsia rickettsii Hauke",1269774,1340,NA,"75021","bioproject_id"
216597,"Salmonella enterica subsp. enterica serovar Typhimurium SL1344",5067450,4672,NA,"50407","bioproject_id"
693973,"Shewanella baltica OS678",5368767,4536,NA,"47019","bioproject_id"
933093,"Legionella pneumophila subsp. pneumophila ATCC 43290",3359001,2942,NA,"78169","bioproject_id"
717522,"Mycobacterium bovis BCG Mexico",4350386,3952,NA,"45811","bioproject_id"
1123863,"Pantoea ananatis LMG 5342",4908144,4664,NA,"78277","bioproject_id"
1075089,"Pasteurella multocida 36950",2349518,2098,NA,"70829","bioproject_id"
1129369,"Mycoplasma hyorhinis GDL-1",837480,647,NA,"80425","bioproject_id"
1117943,"Sinorhizobium fredii HH103",6631846,6187,NA,"77863","bioproject_id"
931626,"Acetobacterium woodii",4044777,3473,NA,"60713","bioproject_id"
1125630,"Klebsiella pneumoniae subsp. pneumoniae HS11286",5682322,5779,NA,"84387","bioproject_id"
1114970,"Pseudomonas fluorescens F113",6845832,5862,NA,"76715","bioproject_id"
698757,"Pyrobaculum oguniense",2452920,2835,NA,"42375","bioproject_id"
1105107,"Rickettsia canadensis CA410",1150228,1016,NA,"75029","bioproject_id"
1105104,"Rickettsia rickettsii Brazil",1255681,1332,NA,"75023","bioproject_id"
1105100,"Rickettsia rickettsii Hino",1269837,1336,NA,"75011","bioproject_id"
1105101,"Rickettsia rickettsii Hlp#2",1270751,1308,NA,"75015","bioproject_id"
1081093,"Salmonella enterica subsp. enterica serovar Gallinarum/pullorum RKS5078",4637962,4325,NA,"72821","bioproject_id"
1132507,"Salmonella enterica subsp. enterica serovar Typhi P-stx-12",4949783,4924,NA,"80939","bioproject_id"
718274,"Salmonella enterica subsp. enterica serovar Typhimurium T000240",5069994,4871,NA,"45951","bioproject_id"
990282,"Salmonella enterica subsp. enterica serovar Typhimurium UK-1",4911145,4555,NA,"63211","bioproject_id"
1118959,"Staphylococcus aureus subsp. aureus M013 (CA-MRSA)",2788636,2591,NA,"78007","bioproject_id"
1028799,"Staphylococcus aureus subsp. aureus VC40",2692570,2468,NA,"66591","bioproject_id"
679936,"Sulfobacillus acidophilus DSM 10332",3557831,3471,NA,"40777","bioproject_id"
1142511,"Wigglesworthia glossinidia morsitans (Glossina morsitans)",719535,618,NA,"82191","bioproject_id"
491081,"Treponema pallidum subsp. pallidum DAL-1",1139971,1059,NA,"30649","bioproject_id"
491079,"Treponema pallidum subsp. pertenue CDC2",1139744,1068,NA,"30651","bioproject_id"
491080,"Treponema pallidum subsp. pertenue Gauthier",1139417,1068,NA,"30653","bioproject_id"
491078,"Treponema pallidum subsp. pertenue SamoaD",1139330,1068,NA,"30671","bioproject_id"
1146883,"Blastococcus saxobsidens",4875340,4821,NA,"82915","bioproject_id"
1074485,"Corynebacterium pseudotuberculosis 316",2310415,2106,NA,"71591","bioproject_id"
1138382,"Mycobacterium intracellulare MOTT-02",5409696,5149,"Clinical isolates from Korean patients.","82153","bioproject_id"
1138383,"Mycobacterium paraintracellulare",5501090,5249,"Clinical isolates from Korean patients.","82155","bioproject_id"
1127134,"Nocardia cyriacigeorgica",6194645,5477,"Isolated from a fatal human nocardiosis case at Washington, DC, in the 1970s.","79001","bioproject_id"
