"tax_id","name_class","org_name","Strain","metabolism","pathways","carbon_substrates","sporulation","cell_shape","motility","optimum_ph","optimum_tmp","d1_lo","d1_up","d2_lo","d2_up","isolation_source","reference","ref_type"
493781,"misspelling","Bacillus pallidus","CW 7","obligate aerobe",NA,"2-ketogluconate, gluconic acid, xylose","yes","rod","flagella",NA,33.5,0.7,1,1.8,3.5,"soil","doi.org/10.1099/ijs.0.2008/000075-0","doi"
862644,"scientific name","Bacillus paraflexus","RC2","obligate aerobe",NA,"fructose, glucose, melibiose, ornithine, raffinose, salicin, sucrose, trehalose","yes","rod","motile, but unspecified structure",7,30,NA,NA,1.5,NA,"other, compost","doi.org/10.1099/ijs.0.048223-0","doi"
568899,"synonym","Bacillus persepolensis"," HS136T","obligate aerobe",NA,"asparagine, fructose, maltose, myo-inositol","yes","rod","motile, but unspecified structure",8.25,40,1.25,NA,2.75,NA,"hypersaline environment","doi.org/10.1099/ijs.0.010090-0","doi"
930146,"scientific name","Bacillus persicus","B48","obligate aerobe",NA,"alanine, alanine, fructose, glucose, glycerol, maltose, mannitol, ribose, sucrose, trehalose, xylose","yes","rod","non-motile",7.75,35,0.55,NA,6,NA,"hypersaline environment","doi.org/10.1099/ijs.0.042689-0","doi"
1325931,"scientific name","Bacillus pervagus"," 8-4-E12",NA,"nitrate_reduction","3-hydroxybutyrate, glycerol, malate, pyruvic acid (pyruvate)",NA,NA,"flagella",8,45,0.8,1.3,2,3.4,"other, biowaste composite reactor","doi.org/DOI","doi"
444060,"scientific name","Bacillus plakortidis","P203T",NA,"nitrate_reduction","cellobiose, citric acide (citrate), fructose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, ribose, salicin, sorbitol, sucrose, trehalose","yes","rod","flagella",8.5,17.5,0.5,NA,2.5,NA,"other, marine sponge","doi.org/10.1099/ijs.0.65177-0 ´è_","doi"
425933,"scientific name","Bacillus polygoni","YN-1","obligate aerobe","nitrate_reduction","arabinose, fructose, glucose, glycerol, maltose, mannitol, mannose, myo-inositol, raffinose, sucrose, xylose","yes","rod","non-motile",9,30,0.45,NA,2.25,NA,"other, indigo balls","doi.org/10.1099/ijs.0.65193-0","doi"
863449,"synonym","Bacillus purgationiresistans","DS22","obligate aerobe",NA,"Tween 80","yes","rod","non-motile",7.5,30,0.5,NA,3.5,NA,"other, drinking-water treatment plant","doi.org/10.1099/ijs.0.028605-0","doi"
266892,"synonym","Bacillus qingdaonensis","CM1T","obligate aerobe","nitrate_reduction","arginine, cellobiose, fructose, galactose, glucose, lactose, mannitol, mannose, sucrose, urea, xylose","no","rod","non-motile",9,37,0.35,NA,2.5,NA,"other, sea salt","doi.org/10.1099/ijs.0.64668-0","doi"
554308,"synonym","Bacillus rigui","WPCBO74","obligate aerobe",NA,"dextrin, glycerol, Tween 40, xylose","yes","rod","motile, but unspecified structure",NA,33.5,0.5,NA,3,6,"freshwater","doi.org/10.1099/ijs.0.018184-0","doi"
217495,"scientific name","Bacillus ruris","LMG22866T","facultative anaerobe","nitrate_reduction","arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannitol, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",8.5,35,0.65,NA,1.5,NA,"food product","doi.org/10.1099/ijs.0.63812-0","doi"
561879,"scientific name","Bacillus safensis","FO-36b","obligate aerobe",NA,"arabinose, aspartic acid (aspartate), cellobiose, citric acide (citrate), fructose, galactose, gluconic acid, glucose, glutamic acid, glycerol, lactate, maltose, mannitol, mannose, melibiose, raffinose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","flagella",5.6,33.5,0.5,0.7,1,1.2,"other, spacecraft assembly","doi.org/10.1099/ijs.0.64189-0","doi"
284579,"scientific name","Bacillus salarius","BH169","obligate aerobe",NA,"arabinose, fructose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, rhamnose, salicin",NA,"rod","non-motile",8,30,0.3,0.5,1.3,1.9,"other, saline lake","doi.org/10.1099/ijs.0.63678-0","doi"
200989,"synonym","Bacillus saliphilus","6AGT","obligate aerobe","nitrate_reduction","glucose","no","cocci","non-motile",9,37,0.85,NA,0.85,NA,"other, algal mat","doi.org/10.1099/ijs.0.63298-0","doi"
930152,"scientific name","Bacillus salsus","A24","obligate aerobe","nitrate_reduction","alanine, alanine, arabinose, cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, proline, raffinose, ribose, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",8,35,0.5,NA,4,NA,"hypersaline environment","doi.org/10.1099/ijs.0.050120-0","doi"
388741,"scientific name","Bacillus selenatarsenatis","SF-1T","facultative anaerobe","nitrate_reduction","5-ketoguconate, cellobiose, fructose, gelatin, glucose, glycogen, maltose, salicin, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",8.25,32.5,1,NA,4.5,NA,"wastewater","doi.org/10.1099/ijs.0.64667-0","doi"
284580,"scientific name","Bacillus seohaeanensis","BH724","obligate aerobe",NA,"fructose, glucose, glycerol, maltose, mannitol, mannose, ribose, trehalose, xylose","yes","rod","non-motile",7.5,37.5,0.5,0.6,1.3,1.8,"other, solar saltern","doi.org/10.1099/ijs.0.64237-0","doi"
157838,"scientific name","Bacillus shackletonii","LMG 18435T","obligate aerobe",NA,"galactose, lactose, mannose, ribose, trehalose","yes","rod","motile, but unspecified structure",7,37,0.8,NA,3.5,NA,"soil","doi.org/10.1099/ijs.0.02661-0","doi"
659243,"scientific name","Bacillus siamensis","PD-A10","facultative anaerobe",NA,"arabinose, cellobiose, fructose, glucose, glycerol, glycogen, lactose, maltose, mannitol, raffinose, ribose, salicin, sorbitol, sucrose, xylose","yes","rod","flagella",NA,37,0.3,0.6,1.5,3.5,"other, salted crab","doi.org/10.1099/ijs.0.018879-0","doi"
220688,"scientific name","Bacillus soli","IDA0086T","facultative anaerobe","nitrate_reduction","fructose, galactose, gelatin, glucose, glycogen, maltose, mannose, N-acetylgulcosamine, ribose, sucrose, trehalose","yes","rod","motile, but unspecified structure",7.5,30,0.9,NA,0.9,NA,"soil","doi.org/10.1099/ijs.0.02723-0","doi"
459525,"synonym","Bacillus solisalsi","YC1T","facultative anaerobe",NA,"fructose, mannitol, mannose, salicin, trehalose, Tween 20, xylose","yes","rod","flagella",8.5,38.5,0.9,NA,2.75,NA,"soil","doi.org/10.1099/ijs.0.000653-0","doi"
1069116,"scientific name","Bacillus songklensis","CAU 1033","obligate aerobe",NA,"adonitol, fructose, galactose, glucose, glycerol, maltose, mannitol, melibiose, sorbitol, sucrose, trehalose","yes","rod","motile, but unspecified structure",8,30,1.05,NA,3.05,NA,"soil","doi.org/10.1099/ijs.0.050682-0","doi"
46224,"scientific name","Bacillus sporothermodurans","LMG 17668","obligate aerobe","nitrate_reduction","cellobiose, fructose, glucose, glycerol, maltose, mannitol, mannose, methyl beta-D-glucoside, salicin, sucrose, trehalose, xylitol","yes","rod","motile, but unspecified structure",NA,37,NA,NA,NA,NA,"other, isolated from milk","doi.org/10.1099/ijs.0.026740-0","doi"
293386,"scientific name","Bacillus stratosphericus","41KF2a","obligate aerobe","nitrate_reduction","arginine, asparagine, fructose, glucose, lactate, lactose, maltose, mannitol, mannose, melibiose, ribose, sucrose, xylose","yes","rod","motile, but unspecified structure",NA,28.5,NA,NA,NA,NA,"other, air sample","doi.org/10.1099/ijs.0.64029-0","doi"
227866,"scientific name","Bacillus tequilensis","10b","obligate aerobe",NA,"arabinose, arabitol, cellobiose, fructose, fucose, galactose, glucose, glycerol, glycogen, lactose, maltose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylitol, xylose","yes","rod","motile, but unspecified structure",7.25,45,0.9,NA,4,NA,"other, shaft tomb","doi.org/10.1099/ijs.0.63946-0","doi"
1215031,"scientific name","Bacillus thermocopriae","SgZ-7","facultative anaerobe","nitrate_reduction","2-ketogluconate, 3-hydroxybutyrate, 5-ketoguconate, acetate, adipate, alanine, alanine, arabinose, fucose, gluconic acid, glucose, glycogen, histidine, itaconate, lactate, malate, malonic acid (malonate), maltose, mannitol, melibiose, N-acetylgulcosamine, proline, propionic acid (propionate), ribose, salicin, suberic acid, sucrose, valerate","yes","rod","motile, but unspecified structure",7.2,50,0.6,NA,1.5,NA,"other, compost","doi.org/10.1099/ijs.0.046953-0","doi"
1245522,"scientific name","Bacillus thermophilus","SgZ-10","facultative anaerobe",NA,"3-hydroxybenzoate, 3-hydroxybutyrate, 3-hydroxybenzoate, 4-hydroxbenzoate, acetate, alanine, alanine, citric acide (citrate), malonic acid (malonate), maltose, proline, serine, suberic acid, valerate","yes","rod","motile, but unspecified structure",7.25,50,0.6,NA,2.95,NA,"other, compost","doi.org/10.1099/ijs.0.049106-0","doi"
1221996,"synonym","Bacillus thermotolerans","SgZ-8","facultative anaerobe",NA,"5-ketoguconate, fructose, ribose","yes","ovoid/coccobacillus","non-motile",6.75,50,0.75,NA,1.1,NA,"other, compost","doi.org/10.1099/ijs.0.048942-0","doi"
519424,"scientific name","Bacillus trypoxylicola","SU1","obligate aerobe",NA,"arabinose, galactose, mannitol, mannose, rhamnose, ribose, sorbitol, xylose","yes","rod","non-motile",9,30,0.6,NA,0.8,1.2,"guts of japanese horned beetle larvae","doi.org/10.1099/ijs.0.005843-0","doi"
519424,"scientific name","Bacillus trypoxylicola","SU1","obligate aerobe",NA,"cellobiose, fructose, galactose, glucose, glycerol, glycogen, lactose, mannitol, mannose, melibiose, raffinose, rhamnose, salicin, sucrose, trehalose","yes","rod","non-motile",9,30,0.6,NA,1.4,NA,"other, gut of beetle larvae","doi.org/10.1099/ijs.0.005843-0","doi"
492670,"scientific name","Bacillus velezensis","CR-502T",NA,"nitrate_reduction","arabinose, cellobiose, fructose, glucose, glycerol, glycogen, lactose, maltose, mannitol, mannose, raffinose, ribose, salicin, sorbitol, sucrose, trehalose, xylose","yes","rod","flagella",7.5,30,0.5,NA,2.5,NA,"estuarine water","doi.org/10.1099/ijs.0.63310-0","doi"
218284,"scientific name","Bacillus vietnamensis","15-1T","obligate aerobe",NA,"gelatin, gluconic acid, glucose, malate, maltose, mannitol","yes","rod","flagella",8.25,35,0.75,NA,2.5,NA,"hypersaline environment","doi.org/10.1099/ijs.0.02895-0","doi"
220686,"scientific name","Bacillus vireti","IDA3632T","facultative anaerobe","nitrate_reduction","fructose, fucose, galactose, gelatin, glucose, glycogen, maltose, mannitol, mannose, myo-inositol, N-acetylgulcosamine, rhamnose, ribose, sucrose, trehalose","yes","rod","motile, but unspecified structure",7.25,30,0.75,NA,0.75,NA,"soil","doi.org/10.1099/ijs.0.02723-0","doi"
127891,"scientific name","Bacillus wakoensis","N-1T","obligate aerobe","nitrate_reduction","cellobiose, fructose, glucose, maltose, mannitol, mannose, salicin, sorbitol, sucrose, trehalose, xylose","yes","rod","flagella",9.5,37,0.65,NA,1.75,NA,"built environment","doi.org/10.1099/ijs.0.63649-0","doi"
246787,"scientific name","Bacteroides cellulosilyticus","CRE21T","anaerobic",NA,"arabinose, cellobiose, fructose, galactose, galcturonic acid, glucose, lactose, maltose, mannose, melibiose, raffinose, ribose, salicin, sucrose, xylose","no","rod","non-motile",6.8,37,0.9,NA,1.7,NA,"human - fecal","doi.org/10.1099/ijs.0.64998-0","doi"
626929,"scientific name","Bacteroides clarus","YIT 12056","anaerobic",NA,"glycerol, mannitol, rhamnose, salicin, sorbitol, trehalose","no","rod","non-motile",7,37,0.5,1,0.7,2.9,"other, human faeces","doi.org/10.1099/ijs.0.015107-0","doi"
310298,"scientific name","Bacteroides coprocola","M16T","anaerobic",NA,"cellobiose, glucose, lactose, maltose, mannose, rhamnose, salicin, sorbitol, trehalose","no","rod","non-motile",NA,37,0.8,NA,2.5,NA,"human - fecal","doi.org/10.1099/ijs.0.63788-0","doi"
387090,"scientific name","Bacteroides coprophilus","CB42T ","obligate aerobe",NA,"cellobiose, glutamic acid, glycine, histidine, leucine, phenylalanine, serine","no","rod","non-motile",NA,NA,0.7,0.8,2.5,4.1,"human - fecal","doi.org/10.1099/ijs.0.64979-0","doi"
151276,"scientific name","Bacteroides coprosuis","PC139T","anaerobic",NA,"glucose, maltose","no","rod","non-motile",NA,37,1,NA,1.9,NA,"other, swine-manure storage pit","doi.org/10.1099/ijs.0.63869-0","doi"
357276,"scientific name","Bacteroides dorei","175","anaerobic",NA,"arabinose, rhamnose, sucrose, xylose","no","rod","non-motile",7,37,0.8,1.2,1.6,4.2,"human - fecal","doi.org/10.1099/ijs.0.64257-0","doi"
871325,"scientific name","Bacteroides faecichinchillae","ST37","anaerobic",NA,"cellobiose, glucose, lactose, maltose, mannitol, mannose, raffinose, rhamnose, salicin, trehalose","no","rod","non-motile",NA,37,1.4,NA,2.5,NA,"other, chinchilla feces","doi.org/10.1099/ijs.0.032706-0","doi"
674529,"scientific name","Bacteroides faecis","MAJ27","anaerobic",NA,"arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose","no","rod","non-motile",NA,37,1,NA,1.5,2,"other, human faeces","doi.org/10.1099/ijs.0.020024-0","doi"
338188,"scientific name","Bacteroides finegoldii","199","anaerobic",NA,"arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, salicin, sucrose","no","rod","non-motile",7,37,0.8,NA,1.5,4.5,"human - fecal, human faeces","doi.org/10.1099/ijs.0.64084-0","doi"
626930,"scientific name","Bacteroides fluxus","YIT 12057","anaerobic",NA,"arabinose, glycerol, mannitol, rhamnose, salicin, sorbitol, trehalose","no","rod","non-motile",7,37,1,1.4,1,2.5,"other, human faeces","doi.org/10.1099/ijs.0.015107-0","doi"
477666,"scientific name","Bacteroides graminisolvens","XDT-1T","anaerobic",NA,"acetate, arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, melibiose, propionic acid (propionate), raffinose, rhamnose, ribose, salicin, sucrose, xylose","no","rod","non-motile",7.2,33,0.5,NA,2.85,NA,"plant associated","doi.org/10.1099/ijs.0.008268-0","doi"
477666,"scientific name","Bacteroides graminisolvens","XDT-1T","anaerobic",NA,"acetate, arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, melibiose, propionic acid (propionate), pyruvic acid (pyruvate), raffinose, rhamnose, ribose, salicin, sucrose, xylose","no","rod","non-motile",7.2,33,0.5,NA,2.85,NA,"plant associated","doi.org/10.1099/ijs.0.008268-0","doi"
329854,"scientific name","Bacteroides intestinalis","341","anaerobic",NA,"arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose","no","rod","non-motile",7,37,0.8,NA,1,5,"other, human faeces","doi.org/10.1099/ijs.0.63914-0","doi"
204516,"scientific name","Bacteroides massiliensis","B84634T","anaerobic",NA,"fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, sorbitol, sucrose","no","rod","non-motile",NA,37,1.1,NA,3,NA,"other, human- blood","doi.org/10.1099/ijs.0.63350-0","doi"
626931,"scientific name","Bacteroides oleiciplenus","YIT 12058","anaerobic",NA,"arabinose, glycerol, mannitol, rhamnose, salicin, sorbitol, trehalose","no","rod","non-motile",7,37,1,1.9,1.4,55,"other, human faeces","doi.org/10.1099/ijs.0.015107-0","doi"
732242,"scientific name","Bacteroides paurosaccharolyticus","WK042T","anaerobic",NA,"acetate, arabinose, dextrin, glucose, glycogen, maltose, mannose, propionic acid (propionate), pyruvic acid (pyruvate), rhamnose, succinic acid (succinate), xylose","no","rod","non-motile",7.7,35,0.75,NA,3.15,NA,"bioreactor","doi.org/10.1099/ijs.0.022566-0","doi"
310297,"scientific name","Bacteroides plebeius","M12T","anaerobic",NA,"arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose","no","rod","non-motile",NA,37,0.8,NA,3,NA,"human - fecal","doi.org/10.1099/ijs.0.63788-0","doi"
392838,"scientific name","Bacteroides propionicifaciens","SV434",NA,NA,"arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactate, lactose, maltose, mannose, pyruvic acid (pyruvate)","no","rod","non-motile",7.9,30,0.75,NA,1.7,NA,"other, rice-straw residue","doi.org/10.1099/ijs.0.65486-0","doi"
1133319,"scientific name","Bacteroides reticulotermitis","Rs-03","anaerobic",NA,"arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, salicin, sucrose, xylose","no","rod","non-motile",NA,37,0.8,NA,2.1,NA,"other, gut of a subterranean termite","doi.org/10.1099/ijs.0.040931-0","doi"
871324,"scientific name","Bacteroides stercorirosoris","ST161","anaerobic",NA,"arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose","no","rod","non-motile",NA,37,1.2,NA,8.5,NA,"other, chinchilla feces","doi.org/10.1099/ijs.0.032706-0","doi"
371601,"scientific name","Bacteroides xylanisolvens","XB1A","anaerobic",NA,"arabinose, cellobiose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylose","no","rod","non-motile",6.8,38,0.25,NA,2.15,NA,"human - fecal","doi.org/10.1099/ijs.0.65504-0","doi"
455359,"scientific name","Balneola alkaliphila","CM41_14b","obligate aerobe",NA,"acetate, citric acide (citrate), fructose, inosine",NA,"rod","non-motile",8.5,25,0.7,NA,2.6,NA,"seawater","doi.org/10.1099/ijs.0.65555-0","doi"
287535,"scientific name","Balneola vulgaris","13IX/A01/164","obligate aerobe",NA,"acetate, adonitol, arabinose, arabitol, fructose, fucose, glucose, maltose, N-acetylgulcosamine, propionic acid (propionate), sorbitol","no","rod","motile, but unspecified structure",8,30,0.2,NA,2,3,"seawater","doi.org/10.1099/ijs.0.64285-0","doi"
487174,"scientific name","Barnesiella intestinihominis","YIT 11860","anaerobic",NA,"glucose, lactose, maltose, mannose","no","rod","non-motile",7,37,0.4,1,1.3,3,"human - fecal, human faeces","doi.org/10.1099/ijs.0.2008/000810-0","doi"
397865,"scientific name","Barnesiella viscericola","C46T","anaerobic",NA,"acetate, cellobiose, glucose, maltose, mannose, raffinose, succinic acid (succinate), sucrose","no","rod","non-motile",NA,NA,1.2,NA,6.35,NA,"other, chicken caecum","doi.org/10.1099/ijs.0.64709-0","doi"
