microbe_id,kingdom,phylum,class,order,family,genus,species,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,plant_pathogen_citation
1109,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema azotonutricium,0,,0,,,,,,1,,,,,,0,,0,,,,0,
1110,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Omikronpapillomavirus,Omikronpapillomavirus 1,,,,,,,,,,,,,,,1,,,,,,,
1111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus coleohominis,1,,,,,,,,,,,,,,,,,,,,,
1112,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus laterosporus,,,,,,,30.0,,0,,,,,,,,1,,,,,
1113,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare,0,,0,,1,,26.0,,0,,1,,6.5,,1,,,,2,,0,
1114,Viruses,Viruses noname,Viruses noname,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus C,,,,,,,,,,,,,,,,,,,,,,
1115,Viruses,Viruses noname,Viruses noname,Mononegavirales,Paramyxoviridae,Rubulavirus,Simian virus 41,,,0,,0,,,,0,,0,,,,,,0,,,,0,
1116,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella ovis,0,,0,,,,,,,,,,7.2,,1,,0,,3,,,
1117,Viruses,Viruses noname,Viruses noname,Mononegavirales,Rhabdoviridae,Perhabdovirus,Perch rhabdovirus,,,,,,,16.0,,,,,,,,1,,,,,,,
1118,Viruses,Viruses noname,Viruses noname,Viruses noname,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 8,,,,,,,,,,,,,,,,,,,,,,
1119,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,1,,0,,,,25.0,,0,,,,,,0,,1,,,,0,
1120,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia soli,1,,0,,,,31.5,,0,,,,7.75,,0,,,,,,0,
1121,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Flavivirus,Kyasanur forest disease virus,,,0,,,,,,0,,,,,,1,,,,,,0,
1122,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma putrefaciens,,,0,,1,,,,0,,1,,,,1,,,,2,,0,
1123,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae,0,,0,,1,,,,0,,,,,,1,,,,3,,0,
1124,Viruses,Viruses noname,Viruses noname,Tymovirales,Betaflexiviridae,Tepovirus,Potato virus T,,,,,,,,,,,,,,,,,,,,,,
1125,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Honeysuckle yellow vein mosaic disease associated satellite DNA beta,,,,,,,,,,,,,,,,,,,,,1,
1126,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,Aurantimonas manganoxydans,0,,,,,,30.0,,,,,,7.15,,,,,,1,,,
1127,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Alphabaculovirus,Agrotis segetum nucleopolyhedrovirus,,,,,,,,,,,,,,,,,,,,,1,
1128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,1,,0,,1,,,,0,,1,,,,1,,,,2,,0,
1129,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma penetrans,1,,1,,,,,,0,,,,,,0,,,,,,0,
1130,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp EGD AK10,,,,,,,,,,,,,,,,,,,,,,
1131,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,Olsenella uli,1,,1,,,,37.0,,0,,,,7.0,,1,,0,,2,,0,
1132,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia hermannii,0,,1,,1,,37.0,,1,,,,6.75,,0,,0,,2,,0,
1133,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Enterobacteria phage 933W sensu lato,,,,,,,,,0,,0,,,,0,,0,,,,0,
1134,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella sp F5 99,0,,0,,1,,37.0,,0,,,,,,1,,0,,3,,0,
1135,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,0,,1,,,,37.0,,0,,1,,,,1,,0,,2,,0,
1136,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter,Dehalobacter sp FTH1,0,,0,,,,30.0,,0,,,,7.199999999999999,,0,,0,,1,,0,
1137,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis,0,,1,,1,,39.5,,0,,1,,7.0,,1,,0,,2,,0,
1138,Viruses,Viruses noname,Viruses noname,Caudovirales,Caudovirales noname,Caudovirales noname,Paenibacillus phage phiIBB Pl23,,,,,,,,,0,,0,,,,0,,0,,,,0,
1139,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas spongiae,0,,0,,,,28.0,,0,,1,,10.0,,0,,0,,1,,0,
1140,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria noname,Alphaproteobacteria noname,Alphaproteobacteria noname,alpha proteobacterium SCGC AAA027 L15,0,,0,,0,,37.0,,0,,,,7.8,,0,,,,1,,1,
1141,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Flavivirus,Yokose virus,,,0,,0,,,,0,,,,,,1,,,,,,0,
1142,Viruses,Viruses noname,Viruses noname,Nidovirales,Coronaviridae,Alphacoronavirus,Human coronavirus 229E,,,,,,,,,,,,,,,,,,,,,,
1143,Viruses,Viruses noname,Viruses noname,Herpesvirales,Herpesviridae,Rhadinovirus,Bovine herpesvirus 4,,,0,,,,,,0,,,,,,1,,,,,,0,
1144,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Streptococcus phage SM1,,,1,,,,,,0,,,,,,0,,,,,,0,
1145,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp 3 2 5,0,,1,,,,32.5,,,,,,,,,,0,,,,,
1146,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae noname,Eubacterium cylindroides,1,,1,,,,,,0,,,,5.65,,0,,0,,,,0,
1147,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Badnavirus,Sweetpotato badnavirus A,,,0,,,,,,0,,,,,,0,,,,,,1,
1148,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ingluviei,,,0,,0,,39.0,,0,,1,,6.9,,0,,,,,,0,
1149,Archaea,Thaumarchaeota,Thaumarchaeota noname,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp SJ,,,0,,,,,,0,,,,,,0,,,,,,0,
1150,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria noname,Actinobacteria noname,Actinobacteria noname,marine actinobacterium PHSC20C1,1,,0,,,,,,1,,,,,,0,,,,1,,0,
1151,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,1,,1,,1,,,,0,,1,,,,0,,,,,,0,
1152,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Synechococcus phage S RIP2,,,,,,,,,0,,0,,,,0,,0,,,,0,
1153,Viruses,Viruses noname,Viruses noname,Mononegavirales,Paramyxoviridae,Morbillivirus,Cetacean morbillivirus,,,,,,,,,,,,,,,,,,,,,,
1154,Bacteria,Cyanobacteria,Cyanobacteria noname,Oscillatoriales,Oscillatoriales noname,Oscillatoria,Oscillatoria nigro viridis,0,,0,,0,,,,,,,,,,0,,,,,,0,
1155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus,,,,,,,7.0,,1,,,,7.05,,,,,,,,,
1156,Viruses,Viruses noname,Viruses noname,Viruses noname,Retroviridae,Gammaretrovirus,Abelson murine leukemia virus,,,0,,0,,,,0,,,,,,1,,,,,,0,
1157,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactococcus phage P087,,,,,,,,,0,,0,,,,0,,0,,,,0,
1158,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloferax,Haloferax sp ATCC BAA 646,,,0,,,,37.0,,1,,,,,,0,,,,,,0,
1159,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,1,,1,,,,,,,,1,,,,1,,,,2,,0,
1160,Viruses,Viruses noname,Viruses noname,Viruses noname,Microviridae,Chlamydiamicrovirus,Chlamydia phage 2,0,,1,,1,,,,0,,,,,,1,,0,,2,,0,
1161,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Mastrevirus,Sporobolus striate mosaic virus 1,,,0,,,,,,0,,,,,,0,,,,,,1,
1162,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Curtovirus,Pepper curly top virus,,,0,,,,,,,,,,,,0,,,,,,1,
1163,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp ALgr3,0,,,,,,,,1,,,,,,,,,,,,,
1164,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,1,,0,,,,,,1,,,,,,0,,,,,,0,
1165,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Murphy,,,0,,,,,,0,,,,,,0,,,,,,0,
1166,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Nupapillomavirus,Nupapillomavirus 1,,,1,,,,,,,,,,,,,,,,,,,
1167,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,1,,1,,1,,34.0,,0,,1,,,,,,0,,2,,0,
1168,Viruses,Viruses noname,Viruses noname,Viruses noname,Adenoviridae,Aviadenovirus,Turkey adenovirus 5,,,,,,,,,1,,0,,,,1,,,,,,0,
1169,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Bymovirus,Wheat yellow mosaic virus,,,,,0,,,,0,,0,,,,,,0,,,,1,
1170,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis oralis pneumoniae,,,,,,,,,0,,,,,,0,,,,,,0,
1171,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,1,,1,,1,,37.0,,0,,1,,7.15,,0,,0,,2,,0,
1172,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Avenavirus,Oat chlorotic stunt virus,,,0,,,,,,0,,,,,,0,,,,,,1,
1173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola granulosus,0,,,,,,28.0,,,,,,7.75,,,,0,,1,,,
1174,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio sp AD3002,0,,0,,,,,,0,,,,,,,,,,,,,
1175,Viruses,Viruses noname,Viruses noname,Viruses noname,Retroviridae,Betaretrovirus,Squirrel monkey retrovirus,,,0,,0,,,,0,,,,,,1,,,,,,0,
1176,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus fermentans,,,0,,,,81.0,,1,,,,6.0,,,,,,,,,
1177,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,T4likevirus,Escherichia phage wV7,,,,,,,,,0,,0,,,,0,,0,,,,0,
1178,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Cronobacter phage CR5,,,,,,,,,0,,0,,,,0,,0,,,,0,
1179,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas acetoxidans,0,,,,,,30.0,,1,,,,7.35,,,,0,,1,,,
1180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,1,,1,,1,,,,0,,0,,,,0,,0,,2,,0,
1181,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Phi29likevirus,Bacillus phage GA 1,,,,,,,,,0,,0,,,,0,,0,,,,0,
1182,Viruses,Viruses noname,Viruses noname,Viruses noname,Nodaviridae,Nodaviridae noname,Macrobrachium rosenbergii nodavirus,,,0,,,,,,0,,,,,,1,,,,,,0,
1183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae noname,Lachnospiraceae bacterium 3 1 57FAA CT1,1,,1,,,,,,1,,,,,,,,,,,,,
1184,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorubrum,Halorubrum tebenquichense,0,,0,,,,42.5,,1,,,,8.5,,0,,,,,,0,
1185,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes sp 3 2 56FAA,1,,1,,,,,,0,,0,,,,,,,,,,0,
1186,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter sp KTE32,,,,,,,,,,,,,,,,,,,,,,
1187,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,0,,,,,,25.0,,,,1,,7.5,,,,0,,1,,,
1188,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera sp UPII 135 E,,,,,,,,,,,,,,,,,,,,,,
1189,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,0,,1,,0,,37.0,,0,,,,7.0,,0,,0,,,,0,
1190,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp HPH0547,1,,1,,,,,,,,,,,,,,1,,,,0,
1191,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Phikzlikevirus,Pseudomonas phage 201phi2 1,,,,,,,,,0,,0,,,,0,,0,,,,0,
1192,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp JC122,1,,1,,1,,37.0,,0,,,,,,,,1,,,,,
1193,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp GM33,0,,0,,,,,,,,,,,,0,,,,2,,1,
1194,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Streptococcus phage 2972,,,0,,,,,,0,,,,,,0,,,,,,0,
1195,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,Turnip mosaic virus,,,0,,,,,,,,,,,,,,,,,,,
1196,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp JS666,0,,0,,,,23.0,,0,,,,,,,,,,,,,
1197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,Maricaulis maris,,,,,,,,,,,,,,,,,,,1,,,
1198,Viruses,Viruses noname,Viruses noname,Viruses noname,Barnaviridae,Barnavirus,Mushroom bacilliform virus,,,,,,,,,,,,,,,,,,,,,1,
1199,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,0,,1,,1,,37.0,,,,,,,,1,,0,,3,,0,
1200,Viruses,Viruses noname,Viruses noname,Viruses noname,Parvoviridae,Dependovirus,Snake parvovirus 1,,,0,,,,,,,,,,,,,,,,,,,
1201,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus haemoperoxidus,1,,1,,1,,37.0,,1,,,,9.6,,,,0,,,,,
1202,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Bean chlorosis virus,,,0,,,,,,0,,,,,,0,,,,,,,
1203,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp SCGC AAA536 P05,0,,0,,,,,,,,,,,,,,,,,,,
1204,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis,0,,0,,,,,,,,,,7.5,,,,,,,,,
1205,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Clostridium phage phiCD38 2,,,,,,,,,0,,0,,,,0,,0,,,,0,
1206,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Megavirus lba,,,,,,,,,,,,,,,,,,,,,,
1207,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum gibsoniae,,,0,,,,,,0,,,,,,1,,1,,1,,0,
1208,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp GM17,0,,0,,,,,,0,,,,,,0,,0,,,,0,
1209,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens,0,,1,,,,32.5,,0,,,,,,,,0,,2,,,
1210,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Pegivirus,Pegivirus A,,,1,,0,,,,0,,,,,,,,,,,,0,
1211,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,0,,1,,,,37.0,,0,,,,,,,,0,,,,,
1212,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Carmovirus,Pea stem necrosis virus,,,,,,,,,,,,,,,,,,,,,1,
1213,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Candidatus Halobonum,Candidatus Halobonum tyrrellensis,,,0,,,,,,1,,,,,,,,,,,,,
1214,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Xanthomonas phage CP1,,,0,,,,,,0,,,,,,0,,,,,,0,
1215,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,1,,0,,1,,,,0,,,,,,1,,,,2,,0,
1216,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Betabaculovirus,Cydia pomonella granulovirus,,,0,,,,,,0,,,,10.9,,1,,,,,,0,
1217,Viruses,Viruses noname,Viruses noname,Viruses noname,Narnaviridae,Narnavirus,Saccharomyces 20S RNA narnavirus,,,,,,,,,,,,,,,,,,,,,,
1218,Viruses,Viruses noname,Viruses noname,Viruses noname,Nanoviridae,Babuvirus,Abaca bunchy top virus,,,0,,0,,,,0,,,,,,0,,,,,,1,
1219,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium acidipropionici,1,,0,,,,,,0,,,,,,0,,0,,2,,0,
1220,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Planktothrix phage PaV LD,,,,,,,,,0,,0,,,,0,,0,,,,0,
1221,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales noname,Balneola,Balneola vulgaris,0,,0,,0,,30.0,,0,,,,8.0,,0,,,,,,0,
1222,Bacteria,Bacteria noname,Bacteria noname,Bacteria noname,Bacteria noname,Candidatus Methylomirabilis,Candidatus Methylomirabilis oxyfera,0,,0,,0,,27.5,,0,,,,7.5,,0,,,,,,0,
1223,Archaea,Thaumarchaeota,Thaumarchaeota noname,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp AR,,,0,,,,,,0,,,,,,0,,,,,,0,
1224,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Wohlfahrtiimonas,Wohlfahrtiimonas chitiniclastica,0,,,,1,,,,,,,,7.75,,1,,0,,,,,
1225,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium novyi,1,,0,,,,,,0,,1,,,,0,,1,,2,,0,
1226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia,Marinilabilia salmonicolor,0,,0,,,,32.5,,0,,,,7.0,,,,0,,,,,
1227,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Lambdalikevirus,Enterobacteria phage HK630,,,,,,,,,0,,0,,,,0,,0,,,,0,
1228,Viruses,Viruses noname,Viruses noname,Viruses noname,Bromoviridae,Anulavirus,Pelargonium zonate spot virus,,,,,,,,,,,,,,,,,,,,,1,
1229,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema phagedenis,0,,,,1,,40.0,,,,0,,7.0,,0,,0,,,,0,
1230,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia kroppenstedtii,1,,0,,,,27.5,,0,,,,,,0,,0,,,,0,
1231,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter universalis,0,,0,,1,,30.0,,0,,1,,,,1,,0,,2,,0,
1232,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,Phaeospirillum molischianum,,,0,,,,25.0,,0,,0,,,,0,,0,,,,0,
1233,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia,Frankia sp EuI1c,1,,0,,,,,,,,,,,,0,,1,,1,,0,
1234,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp SPB78,1,,0,,,,32.5,,,,,,,,,,1,,,,0,
1235,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella sp oral taxon 158,0,,1,,,,,,0,,,,,,,,0,,,,,
1236,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Bean golden yellow mosaic virus,,,0,,,,,,0,,,,,,0,,,,,,1,
1237,Viruses,Viruses noname,Viruses noname,Viruses noname,Parvoviridae,Iteravirus,Dendrolimus punctatus densovirus,,,0,,0,,,,0,,,,,,,,,,,,,
1238,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Cyanophage S TIM5,,,,,,,,,0,,0,,,,0,,0,,,,0,
1239,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactococcus phage r1t,,,,,,,,,0,,0,,,,0,,0,,,,0,
1240,Viroids,Viroids noname,Viroids noname,Viroids noname,Pospiviroidae,Pospiviroid,Potato spindle tuber viroid,,,,,,,,,0,,0,,,,0,,0,,,,1,
1241,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,East African cassava mosaic Zanzibar virus,,,0,,0,,30.0,,,,,,,,0,,,,,,1,
1242,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales noname,Candidatus Odyssella,Candidatus Odyssella thessalonicensis,0,,0,,,,37.0,,,,,,,,0,,,,,,0,
1243,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Weissella phage phiYS61,,,,,,,,,0,,0,,,,0,,0,,,,0,
1244,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,0,,,,,,,,,,,,,,,,,,2,,,
1245,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales noname,Niabella,Niabella aurantiaca,0,,0,,0,,27.5,,0,,,,6.5,,0,,0,,,,0,
1246,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinarchaeum,Salinarchaeum sp Harcht Bsk1,,,0,,,,40.0,,1,,,,7.5,,0,,,,,,0,
1247,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Mesotoga,Mesotoga sp PhosAc3,0,,0,,0,,40.0,,0,,,,6.9,,0,,0,,,,0,
1248,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Cyanophage MED4 117,,,0,,,,,,,,,,,,0,,,,,,0,
1249,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Flavivirus,Yellow fever virus,,,0,,,,,,0,,0,,,,,,0,,,,0,
1250,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae noname,Flavobacteriaceae bacterium HQM9,0,,0,,,,,,,,,,,,,,,,,,,
1251,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,0,,0,,1,,,,0,,1,,,,1,,0,,2,,0,
1252,Viruses,Viruses noname,Viruses noname,Viruses noname,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1a,,,0,,,,37.0,,,,,,,,1,,,,,,,
1253,Viruses,Viruses noname,Viruses noname,Tymovirales,Alphaflexiviridae,Potexvirus,Clover yellow mosaic virus,,,0,,,,,,0,,,,,,0,,,,,,1,
1254,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp 6 1 46AFAA,0,,1,,,,32.5,,,,,,,,,,0,,1,,,
1255,Viruses,Viruses noname,Viruses noname,Viruses noname,Reoviridae,Mycoreovirus,Mycoreovirus 3,,,0,,,,,,,,,,,,0,,,,,,0,
1256,Viruses,Viruses noname,Viruses noname,Viruses noname,Arenaviridae,Arenavirus,Parana virus,,,,,,,,,,,,,,,,,,,,,,
1257,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Cotton leaf curl Rajasthan virus,,,0,,0,,,,0,,,,,,0,,,,,,1,
1258,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Sida golden mottle virus,,,0,,0,,,,0,,0,,,,,,0,,,,1,
1259,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax pacificus,0,,0,,,,24.5,,0,,,,,,,,,,1,,,
1260,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas jeotgali,0,,0,,,,,,1,,,,,,,,,,1,,,
