GOLD_ID,NCBI_TAXONOMY_ID,DOMAIN,ORGANISM_NAME,SPECIES,METABOLISM
Go0005580,118161,BACTERIAL,Pleurocapsa sp. PCC 7319,Pleurocapsa sp. PCC 7319,Nitrogen fixation
Go0005626,317936,BACTERIAL,Nostoc sp. PCC 7107,Nostoc sp. PCC 7107,Nitrogen fixation
Go0005637,412895,BACTERIAL,Desulfotomaculum hydrothermale,Desulfotomaculum hydrothermale,Sulfate reducer
Go0005660,634454,BACTERIAL,Acetobacter pasteurianus IFO 3283-07,Acetobacter pasteurianus,Acid-producing
Go0005660,634454,BACTERIAL,Acetobacter pasteurianus IFO 3283-07,Acetobacter pasteurianus,Nitrogen fixation
Go0005693,1912,BACTERIAL,Streptomyces hygroscopicus,Streptomyces hygroscopicus,Himastatin producer
Go0005708,681847,BACTERIAL,Labrenzia sp. DG1229,Labrenzia sp. DG1229,DMSP degrader
Go0005794,301375,ARCHAEAL,"Methanosaeta harundinacea 8Ac, DSM 17206",Methanosaeta harundinacea,Methanogen
Go0005799,682633,BACTERIAL,Mesorhizobium ciceri ca181,Mesorhizobium ciceri,Nitrogen fixation
Go0005833,379067,BACTERIAL,Streptomyces bingchengensis,Streptomyces bingchengensis,Himastatin producer
Go0005835,29448,BACTERIAL,Bradyrhizobium elkanii,Bradyrhizobium elkanii,Nitrogen fixation
Go0005838,637887,BACTERIAL,"Hungateiclostridium thermocellum LQ8, DSM 1313",Hungateiclostridium thermocellum,Cellulose degrader
Go0005838,637887,BACTERIAL,"Hungateiclostridium thermocellum LQ8, DSM 1313",Hungateiclostridium thermocellum,Ethanogenic
Go0005838,637887,BACTERIAL,"Hungateiclostridium thermocellum LQ8, DSM 1313",Hungateiclostridium thermocellum,Ethanol production
Go0005845,686332,BACTERIAL,Paraburkholderia tuberum PVA5,Paraburkholderia tuberum,Nitrogen fixation
Go0005857,485916,BACTERIAL,Desulfofarcimen acetoxidans DSM 771,Desulfofarcimen acetoxidans,Hydrogen sulfide gas release
Go0005857,485916,BACTERIAL,Desulfofarcimen acetoxidans DSM 771,Desulfofarcimen acetoxidans,Sulfate reducer
Go0005888,395962,BACTERIAL,Rippkaea orientalis PCC 8802,Rippkaea orientalis,Nitrogen fixation
Go0005894,763057,BACTERIAL,Mesorhizobium huakuii 7653R,Mesorhizobium huakuii,Nitrogen fixation
Go0005898,165696,BACTERIAL,Novosphingobium sp. TVG9-VII,Novosphingobium sp. TVG9-VII,Degrades aromatic hydrocarbons
Go0005919,525898,BACTERIAL,"Sulfurospirillum deleyianum 5175, DSM 6946",Sulfurospirillum deleyianum,Sulfur respiration
Go0005957,931627,BACTERIAL,Mycolicibacterium rhodesiae JS60,Mycolicibacterium rhodesiae,PAH-degrading
Go0005967,28072,BACTERIAL,Nostoc sp. PCC 7524,Nostoc sp. PCC 7524,Nitrogen fixation
Go0005969,1173025,BACTERIAL,Geitlerinema sp. PCC 7407,Geitlerinema sp. PCC 7407,Nitrogen fixation
Go0005970,56107,BACTERIAL,Cylindrospermum stagnale PCC 7417,Cylindrospermum stagnale,Nitrogen fixation
Go0005976,933853,BACTERIAL,Mariprofundus sp. GSB2,Mariprofundus sp. GSB2,Iron oxidizer
Go0006018,707241,BACTERIAL,Sinorhizobium meliloti SM11,Sinorhizobium meliloti,Nitrogen fixation
Go0006018,707241,BACTERIAL,Sinorhizobium meliloti SM11,Sinorhizobium meliloti,Stores polyhydroxybutyrate
Go0006055,710687,BACTERIAL,Mycolicibacterium tusciae JS617,Mycolicibacterium tusciae,PAH-degrading
Go0006060,1132509,ARCHAEAL,Halococcus hamelinensis 100A6,Halococcus hamelinensis,Carbon dioxide fixation
Go0006072,471855,BACTERIAL,"Slackia heliotrinireducens RHS 1, DSM 20476",Slackia heliotrinireducens,Pyrrolizidine alkaloids metabolizer
Go0006135,710421,BACTERIAL,Mycolicibacterium chubuense NBB4,Mycolicibacterium chubuense,PAH-degrading
Go0006167,717773,BACTERIAL,Thiomicrospira cyclica ALM1,Thiomicrospira cyclica,Sulfur oxidizer
Go0006180,388739,BACTERIAL,Roseobacter sp. SK209-2-6,Roseobacter sp. SK209-2-6,Denitrifying
Go0006210,634455,BACTERIAL,Acetobacter pasteurianus IFO 3283-22,Acetobacter pasteurianus,Acid-producing
Go0006210,634455,BACTERIAL,Acetobacter pasteurianus IFO 3283-22,Acetobacter pasteurianus,Nitrogen fixation
Go0006211,634456,BACTERIAL,Acetobacter pasteurianus IFO 3283-26,Acetobacter pasteurianus,Acid-producing
Go0006211,634456,BACTERIAL,Acetobacter pasteurianus IFO 3283-26,Acetobacter pasteurianus,Nitrogen fixation
Go0006212,634457,BACTERIAL,Acetobacter pasteurianus IFO 3283-32,Acetobacter pasteurianus,Acid-producing
Go0006212,634457,BACTERIAL,Acetobacter pasteurianus IFO 3283-32,Acetobacter pasteurianus,Nitrogen fixation
Go0006217,392423,BACTERIAL,Hydrogenivirga sp. 128-5-R1-1,Hydrogenivirga sp. 128-5-R1-1,Hydrogen oxidizer
Go0006217,392423,BACTERIAL,Hydrogenivirga sp. 128-5-R1-1,Hydrogenivirga sp. 128-5-R1-1,Sulfur oxidizer
Go0006242,688245,BACTERIAL,Comamonas testosteroni sv. Ba CNB-1,Comamonas testosteroni,Surfactant-degrading
Go0006244,608506,BACTERIAL,Caldicellulosiruptor obsidiansis OB47,Caldicellulosiruptor obsidiansis,Biomass degrader
Go0006244,608506,BACTERIAL,Caldicellulosiruptor obsidiansis OB47,Caldicellulosiruptor obsidiansis,Cellulose degrader
Go0006244,608506,BACTERIAL,Caldicellulosiruptor obsidiansis OB47,Caldicellulosiruptor obsidiansis,Nitrogen producer
Go0006263,236097,BACTERIAL,Alcanivorax sp. DG881,Alcanivorax sp. DG881,Oil degrading
Go0006298,391602,BACTERIAL,Beggiatoa sp. Orange Guaymas,Beggiatoa sp. 'Orange Guaymas',Sulfur oxidizer
Go0006308,634459,BACTERIAL,Acetobacter pasteurianus IFO 3283-12,Acetobacter pasteurianus,Acid-producing
Go0006308,634459,BACTERIAL,Acetobacter pasteurianus IFO 3283-12,Acetobacter pasteurianus,Nitrogen fixation
Go0006315,1188231,BACTERIAL,Mariprofundus ferrooxydans M34,Mariprofundus ferrooxydans,Iron oxidizer
Go0006323,105559,BACTERIAL,Nitrosococcus watsoni C-113,Nitrosococcus watsoni,Ammonia-oxidizer
Go0006323,105559,BACTERIAL,Nitrosococcus watsoni C-113,Nitrosococcus watsoni,Nitrifying
Go0006325,886377,BACTERIAL,"Muricauda ruestringensis B1, DSM 13258",Muricauda ruestringensis,Xylan degrader
Go0006337,270374,BACTERIAL,Marinobacter sp. ELB17,Marinobacter sp. ELB17,Denitrifying
Go0006340,632516,BACTERIAL,"Caldicellulosiruptor lactoaceticus 6A, DSM 9545",Caldicellulosiruptor lactoaceticus,Biomass degrader
Go0006340,632516,BACTERIAL,"Caldicellulosiruptor lactoaceticus 6A, DSM 9545",Caldicellulosiruptor lactoaceticus,Cellulose degrader
Go0006340,632516,BACTERIAL,"Caldicellulosiruptor lactoaceticus 6A, DSM 9545",Caldicellulosiruptor lactoaceticus,Nitrogen producer
Go0006349,634453,BACTERIAL,Acetobacter pasteurianus IFO 3283-03,Acetobacter pasteurianus,Acid-producing
Go0006349,634453,BACTERIAL,Acetobacter pasteurianus IFO 3283-03,Acetobacter pasteurianus,Nitrogen fixation
Go0006354,926567,BACTERIAL,Thermanaerovibrio velox DSM 12556,Thermanaerovibrio velox,Sulfur reducer
Go0006380,648999,BACTERIAL,Micromonospora sp. L5,Micromonospora sp. L5,Nitrogen fixation
Go0006381,290513,BACTERIAL,Prosthecochloris sp.,Prosthecochloris sp.,Nitrogen fixation
Go0006383,357276,BACTERIAL,Bacteroides dorei HGB3,Bacteroides dorei,Nitrate reducer
Go0006397,593907,BACTERIAL,Cellulomonas gilvus ATCC 13127,Cellulomonas gilvus,Cellulose degrader
Go0006431,28118,BACTERIAL,Bacteroides splanchnicus HGB2,Bacteroides splanchnicus,Nitrate reducer
Go0006447,697329,BACTERIAL,Ruminococcus albus 7,Ruminococcus albus,Cellulose degrader
Go0006506,1266925,BACTERIAL,Nitrosospira briensis C-128,Nitrosospira briensis,Ammonia-oxidizer
Go0006506,1266925,BACTERIAL,Nitrosospira briensis C-128,Nitrosospira briensis,Nitrifying
Go0006511,1263,BACTERIAL,Ruminococcus sp. HGF3,Ruminococcus sp. HGF3,Cellulose degrader
Go0006519,915437,BACTERIAL,Saccharibacillus sacchari DSM 19268,Saccharibacillus sacchari,Cellulose degrader
Go0006537,882090,ARCHAEAL,Methanolinea tarda NOBI-1,Methanolinea tarda,Propionate metabolism
Go0006538,24,BACTERIAL,Shewanella putrefaciens W3-6-1,Shewanella putrefaciens,Iron reducer
Go0006550,1313299,ARCHAEAL,"Stygiolobus azoricus FC6, DSM 6296",Stygiolobus azoricus,Sulfur reducer
Go0006560,698936,BACTERIAL,Sinorhizobium meliloti BL225C,Sinorhizobium meliloti,Nitrogen fixation
Go0006560,698936,BACTERIAL,Sinorhizobium meliloti BL225C,Sinorhizobium meliloti,Nitrogen fixer- aerobic
Go0006560,698936,BACTERIAL,Sinorhizobium meliloti BL225C,Sinorhizobium meliloti,Stores polyhydroxybutyrate
Go0006564,762903,BACTERIAL,Pseudopedobacter saltans DSM 12145,Pseudopedobacter saltans,Nitrogen fixation
Go0006583,511051,BACTERIAL,"Caldisericum exile AZM16c01, NBRC 104410",Caldisericum exile,Thiosulfate reducer
Go0006595,24,BACTERIAL,Shewanella putrefaciens ML-S2,Shewanella putrefaciens,Iron reducer
Go0006609,632335,BACTERIAL,"Caldicellulosiruptor kristjanssonii 177R1B, DSM 12137",Caldicellulosiruptor kristjanssonii,Biomass degrader
Go0006609,632335,BACTERIAL,"Caldicellulosiruptor kristjanssonii 177R1B, DSM 12137",Caldicellulosiruptor kristjanssonii,Cellulose degrader
Go0006609,632335,BACTERIAL,"Caldicellulosiruptor kristjanssonii 177R1B, DSM 12137",Caldicellulosiruptor kristjanssonii,Nitrogen producer
Go0006636,1173027,BACTERIAL,Microcoleus sp. PCC 7113,Microcoleus sp. PCC 7113,Nitrogen fixation
Go0006642,714943,BACTERIAL,"Mucilaginibacter paludis TPT56, DSM 18603",Mucilaginibacter paludis,Xylan degrader
Go0006654,942938,BACTERIAL,Alkalispirochaeta alkalica DSM 8900,Alkalispirochaeta alkalica,Cellobiose-degrading
Go0006667,137722,BACTERIAL,Azospirillum lipoferum B510,Azospirillum lipoferum,Nitrogen fixation
Go0006695,693982,BACTERIAL,Sinorhizobium meliloti AK83,Sinorhizobium meliloti,Nitrogen fixation
Go0006695,693982,BACTERIAL,Sinorhizobium meliloti AK83,Sinorhizobium meliloti,Nitrogen fixer- aerobic
Go0006695,693982,BACTERIAL,Sinorhizobium meliloti AK83,Sinorhizobium meliloti,Stores polyhydroxybutyrate
Go0006703,102125,BACTERIAL,Xenococcus sp. PCC 7305,Xenococcus sp. PCC 7305,Nitrogen fixation
Go0006704,698761,BACTERIAL,Rhizobium tropici CIAT899,Rhizobium tropici,Nitrate reducer
Go0006714,42353,BACTERIAL,Nitrosomonas sp IS-79,Nitrosomonas sp. IS-79,Nitrifying
Go0006717,446466,BACTERIAL,"Cellulomonas flavigena 134, DSM 20109",Cellulomonas flavigena,Biomass degrader
Go0006717,446466,BACTERIAL,"Cellulomonas flavigena 134, DSM 20109",Cellulomonas flavigena,Cellulose degrader
Go0006717,446466,BACTERIAL,"Cellulomonas flavigena 134, DSM 20109",Cellulomonas flavigena,Nitrate reducer
Go0006717,446466,BACTERIAL,"Cellulomonas flavigena 134, DSM 20109",Cellulomonas flavigena,Xylan degrader
Go0006719,432331,BACTERIAL,Sulfurihydrogenibium yellowstonense SS-5,Sulfurihydrogenibium yellowstonense,Sulfur oxidizer
Go0006720,395965,BACTERIAL,"Methylocella silvestris BL2, DSM 15510",Methylocella silvestris,Methane oxidation
Go0006753,710685,BACTERIAL,Mycolicibacterium rhodesiae NBB3,Mycolicibacterium rhodesiae,PAH-degrading
Go0006756,1041930,ARCHAEAL,Methanocella conradii HZ254,Methanocella conradii,Methanogen
Go0006776,742738,BACTERIAL,Flavonifractor plautii 1_3_50AFAA,Flavonifractor plautii,Saccharolytic
Go0006780,742735,BACTERIAL,Lachnoclostridium clostridioforme 2_1_49FAA,Lachnoclostridium clostridioforme,Saccharolytic
Go0006786,742734,BACTERIAL,Lachnoclostridium citroniae WAL-19142,Lachnoclostridium citroniae,Saccharolytic
Go0006791,742736,BACTERIAL,Lachnoclostridium clostridioforme WAL-7855,Lachnoclostridium clostridioforme,Saccharolytic
Go0006796,742731,BACTERIAL,Clostridium aldenense WAL-18727,Clostridium aldenense,Saccharolytic
Go0006797,742739,BACTERIAL,Clostridium perfringens WAL-14572,Clostridium perfringens,Saccharolytic
Go0006799,742732,BACTERIAL,Clostridium bolteae WAL-14578,Clostridium bolteae,Saccharolytic
Go0006805,742733,BACTERIAL,Lachnoclostridium citroniae WAL-17108,Lachnoclostridium citroniae,Saccharolytic
Go0006806,742740,BACTERIAL,Lachnoclostridium symbiosum WAL-14163,Lachnoclostridium symbiosum,Saccharolytic
Go0006807,742741,BACTERIAL,Lachnoclostridium symbiosum WAL-14673,Lachnoclostridium symbiosum,Saccharolytic
Go0006813,742737,BACTERIAL,Hungatella hathewayi WAL-18680,Hungatella hathewayi,Saccharolytic
Go0006917,743525,BACTERIAL,"Thermus scotoductus SA-01, ATCC 700910",Thermus scotoductus,Iron reducer
Go0006917,743525,BACTERIAL,"Thermus scotoductus SA-01, ATCC 700910",Thermus scotoductus,Sulfur oxidizer
Go0007022,675511,BACTERIAL,Methylomicrobium buryatense 5G,Methylomicrobium buryatense,Hydrocarbon degrading
Go0007022,675511,BACTERIAL,Methylomicrobium buryatense 5G,Methylomicrobium buryatense,Methane oxidation
Go0007031,225937,BACTERIAL,Marinobacter adhaerens HP15,Marinobacter adhaerens,Iron oxidizer
Go0007234,796606,BACTERIAL,Bacillus methanolicus MGA3,Bacillus methanolicus,Methanol degrading
Go0007263,294671,ARCHAEAL,Methanobrevibacter olleyae YLM1,Methanobrevibacter olleyae,Methanogen
Go0007264,2162,ARCHAEAL,Methanobacterium formicicum BRM9,Methanobacterium formicicum,Methanogen
Go0007284,261292,BACTERIAL,Nitrosomonas sp. IS79A3,Nitrosomonas sp. Is79A3,Nitrifying
Go0007289,403957,BACTERIAL,Virgibacillus sp. SK37,Virgibacillus sp. SK37,Biomass degrader
Go0007348,754762,BACTERIAL,Rhizobium leguminosarum bv. trifolii WSM2297,Rhizobium leguminosarum,Nitrogen fixation
Go0007350,420324,BACTERIAL,Microvirga lupini Lut6,Microvirga lupini,Nitrogen fixation
Go0007351,754518,BACTERIAL,Rhizobium leguminosarum bv. trifolii CC278f,Rhizobium leguminosarum,Nitrogen fixation
Go0007352,754522,BACTERIAL,Rhizobium leguminosarum bv. trifolii WSM2012,Rhizobium leguminosarum,Nitrogen fixation
Go0007354,755176,BACTERIAL,Rhizobium leguminosarum bv. viciae WSM1455,Rhizobium leguminosarum,Nitrogen fixation
Go0007356,754520,BACTERIAL,Rhizobium leguminosarum bv. trifolii CC283b,Rhizobium leguminosarum,Nitrogen fixation
Go0007389,754764,BACTERIAL,Rhizobium leguminosarum bv. trifolii WSM597,Rhizobium leguminosarum,Nitrogen fixation
Go0007391,754521,BACTERIAL,Rhizobium leguminosarum bv. trifolii TA1,Rhizobium leguminosarum,Nitrogen fixation
Go0007392,754500,BACTERIAL,Bradyrhizobium sp. WSM1417,Bradyrhizobium sp. WSM1417,Nitrogen fixation
Go0007393,319017,BACTERIAL,Bradyrhizobium sp. WSM471,Bradyrhizobium sp. WSM471,Nitrogen fixation
Go0007394,319003,BACTERIAL,Bradyrhizobium sp. WSM1253,Bradyrhizobium sp. WSM1253,Nitrogen fixation
Go0007437,1033991,BACTERIAL,Rhizobium leguminosarum bv. trifolii CB782,Rhizobium leguminosarum,Nitrogen fixation
Go0007438,754523,BACTERIAL,Rhizobium leguminosarum bv. trifolii WSM1689,Rhizobium leguminosarum,Nitrogen fixation
Go0007445,563045,BACTERIAL,Comamonas testosteroni S44,Comamonas testosteroni,Surfactant-degrading
Go0007567,403957,BACTERIAL,Virgibacillus sp. SK37,Virgibacillus sp. SK37,Biomass degrader
Go0007583,757424,BACTERIAL,Herbaspirillum seropedicae SmR1,Herbaspirillum seropedicae,Nitrogen fixation
Go0007672,796385,ARCHAEAL,Methanosarcina barkeri CM1,Methanosarcina sp. CM1,Methanogen
Go0007703,230361,ARCHAEAL,Methanobrevibacter millerae SM9,Methanobrevibacter millerae,Methanogen
Go0007732,79929,ARCHAEAL,Methanothermobacter marburgensis Marburg DSM 2133,Methanothermobacter marburgensis,Methanogen
Go0007899,337191,BACTERIAL,Gordonia sp. KTR9,Gordonia sp. KTR9,Explosive compound (RDX) degrader
Go0007904,1209989,BACTERIAL,Tepidanaerobacter acetatoxydans Re1,Tepidanaerobacter acetatoxydans,Acetate oxidizer
Go0007904,1209989,BACTERIAL,Tepidanaerobacter acetatoxydans Re1,Tepidanaerobacter acetatoxydans,Methanogen
Go0007910,298655,BACTERIAL,Frankia saprophytica CN3,Frankia saprophytica,Nitrogen fixation
Go0007938,928722,BACTERIAL,Sinorhizobium meliloti AK58,Sinorhizobium meliloti,Nitrogen fixation
Go0007938,928722,BACTERIAL,Sinorhizobium meliloti AK58,Sinorhizobium meliloti,Nitrogen fixer- aerobic
Go0007969,886913,BACTERIAL,Burkholderia cepacia Bu72,Burkholderia cepacia,Nitrogen fixation
Go0007969,886913,BACTERIAL,Burkholderia cepacia Bu72,Burkholderia cepacia,Pollutant degrader
Go0007974,49338,BACTERIAL,Desulfitobacterium hafniense TCE-1,Desulfitobacterium hafniense,Degrades pollutants
Go0007979,933262,BACTERIAL,Desulfosarcina sp. BuS5,Desulfosarcina sp. BuS5,Sulfate reducer
Go0007985,491071,BACTERIAL,Paraburkholderia tuberum STM678,Paraburkholderia tuberum,Nitrogen fixation
Go0008001,710111,BACTERIAL,Frankia sp. QA3,Frankia sp. QA3,Nitrogen fixation
Go0008002,885,BACTERIAL,Desulfovibrio sp. H0407_12.1Lac,Desulfovibrio sp.,Hydrogen sulfide gas release
Go0008002,885,BACTERIAL,Desulfovibrio sp. H0407_12.1Lac,Desulfovibrio sp.,Sulfate reducer
Go0008240,859314,BACTERIAL,"Desulfonema limicola Jadebusen, DSM 2076",Desulfonema limicola,Sulfate reducer
Go0008268,859313,BACTERIAL,"Desulfonema magnum Montpellier, DSM 2077",Desulfonema magnum,Sulfate reducer
Go0008272,423471,BACTERIAL,Crocosphaera watsonii WH 0003,Crocosphaera watsonii,Carbon dioxide fixation
Go0008272,423471,BACTERIAL,Crocosphaera watsonii WH 0003,Crocosphaera watsonii,Nitrogen fixer- aerobic
Go0008273,423474,BACTERIAL,Crocosphaera watsonii WH 8502,Crocosphaera watsonii,Carbon fixation
Go0008273,423474,BACTERIAL,Crocosphaera watsonii WH 8502,Crocosphaera watsonii,Nitrogen fixer- aerobic
Go0008274,423472,BACTERIAL,Crocosphaera watsonii WH 0005,Crocosphaera watsonii,Carbon fixation
Go0008274,423472,BACTERIAL,Crocosphaera watsonii WH 0005,Crocosphaera watsonii,Nitrogen fixer- aerobic
Go0008276,1284629,BACTERIAL,Crocosphaera watsonii WH 0402,Crocosphaera watsonii,Carbon fixation
Go0008276,1284629,BACTERIAL,Crocosphaera watsonii WH 0402,Crocosphaera watsonii,Nitrogen fixer- aerobic
Go0008290,928723,BACTERIAL,Sinorhizobium meliloti BO21CC,Sinorhizobium meliloti,Nitrogen fixation
Go0008290,928723,BACTERIAL,Sinorhizobium meliloti BO21CC,Sinorhizobium meliloti,Nitrogen fixer- aerobic
Go0008296,859321,BACTERIAL,Desulfosarcina variabilis Montpellier,Desulfosarcina variabilis,Sulfate reducer
Go0008329,865865,BACTERIAL,delta proteobacterium sp. N47,delta proteobacterium sp. N47,Sulfate reducer
Go0008361,861109,BACTERIAL,Sphingobium indicum B90A,Sphingobium indicum,Hexachlorocyclohexane degrader
Go0008391,767817,BACTERIAL,"Desulfallas gibsoniae Groll, DSM 7213",Desulfallas gibsoniae,Hydrogen sulfide gas release
Go0008391,767817,BACTERIAL,"Desulfallas gibsoniae Groll, DSM 7213",Desulfallas gibsoniae,Sulfate reducer
Go0008421,864073,BACTERIAL,Herbaspirillum frisingense GSF30,Herbaspirillum frisingense,Nitrogen fixation
Go0008470,547143,BACTERIAL,Hydrogenobaculum sp. 3684,Hydrogenobaculum sp. 3684,Arsenite oxidizer
Go0008591,176901,BACTERIAL,Desulfovibrio sp. R2,Desulfovibrio sp. R2,Hydrogen sulfide gas release
Go0008591,176901,BACTERIAL,Desulfovibrio sp. R2,Desulfovibrio sp. R2,Sulfate reducer
Go0008633,887061,BACTERIAL,Methylovorus sp. MP688,Methylovorus sp. MP688,Methanol reducer
Go0008636,887700,BACTERIAL,Acetobacter aceti NBRC 14818,Acetobacter aceti,Acid-producing
Go0008636,887700,BACTERIAL,Acetobacter aceti NBRC 14818,Acetobacter aceti,Nitrogen fixation
Go0008664,663932,BACTERIAL,Acetobacter aceti ATCC 23746,Acetobacter aceti,Acid-producing
Go0008664,663932,BACTERIAL,Acetobacter aceti ATCC 23746,Acetobacter aceti,Nitrogen fixation
Go0008742,882101,BACTERIAL,Sinorhizobium fredii GR64,Sinorhizobium fredii,Nitrogen fixation
Go0008742,882101,BACTERIAL,Sinorhizobium fredii GR64,Sinorhizobium fredii,Nitrogen fixer- aerobic
Go0008774,868131,ARCHAEAL,Methanobacterium paludis SWAN-1,Methanobacterium paludis,Methanogen
Go0008778,872330,BACTERIAL,Acidithiobacillus sp. GGI-221,Acidithiobacillus sp. GGI-221,Iron oxidizer
Go0008778,872330,BACTERIAL,Acidithiobacillus sp. GGI-221,Acidithiobacillus sp. GGI-221,Sulfur oxidizer
Go0008840,121290,BACTERIAL,Hyphomicrobium sulfonivorans S1,Hyphomicrobium sulfonivorans,Sulfide oxidizer
Go0008845,911116,ARCHAEAL,Methanobrevibacter smithii TS145A,Methanobrevibacter smithii,Methanogen
Go0008846,110319,BACTERIAL,Nocardioides sp. CF8,Nocardioides sp. CF8,Chlorate-reducer
Go0008860,632348,BACTERIAL,Caldicellulosiruptor kronotskyensis 2002,Caldicellulosiruptor kronotskyensis,Biomass degrader
Go0008860,632348,BACTERIAL,Caldicellulosiruptor kronotskyensis 2002,Caldicellulosiruptor kronotskyensis,Cellulose degrader
Go0008860,632348,BACTERIAL,Caldicellulosiruptor kronotskyensis 2002,Caldicellulosiruptor kronotskyensis,Nitrogen producer
Go0008879,929558,BACTERIAL,Sulfurimonas gotlandica GD1,Sulfurimonas gotlandica,Carbon dioxide fixation
Go0008879,929558,BACTERIAL,Sulfurimonas gotlandica GD1,Sulfurimonas gotlandica,Desulfurylates coal
Go0008879,929558,BACTERIAL,Sulfurimonas gotlandica GD1,Sulfurimonas gotlandica,Nitrate reducer
Go0008879,929558,BACTERIAL,Sulfurimonas gotlandica GD1,Sulfurimonas gotlandica,Sulfur oxidizer
Go0008929,53442,BACTERIAL,Eubacterium callanderi KIST612,Eubacterium callanderi,Acetate producer
Go0008929,53442,BACTERIAL,Eubacterium callanderi KIST612,Eubacterium callanderi,Carbon monoxide oxidizer
Go0008929,53442,BACTERIAL,Eubacterium callanderi KIST612,Eubacterium callanderi,Ethanol production
Go0008935,877455,ARCHAEAL,Methanobacterium lacus AL-21,Methanobacterium lacus,Methanogen
Go0008939,905052,BACTERIAL,"Thauera selenatis AX, ATCC 55363",Thauera selenatis,Degrades aromatic hydrocarbons
Go0008939,905052,BACTERIAL,"Thauera selenatis AX, ATCC 55363",Thauera selenatis,Denitrifying
Go0008940,701347,BACTERIAL,Enterobacter lignolyticus SCF1,Enterobacter lignolyticus,Lignin degrader
