PROJECT_ID	ORGANISM_ID	PROJECT_STATUS	ANALYSIS_PROJECT_ID	EST_SIZE
41993	41993	Permanent Draft	40655	4215424
42030	42030	Permanent Draft	4736	3943501
86787	42031	Permanent Draft	128194	5097110
140513	134630	Permanent Draft	119080	2506399
140514	134631	Permanent Draft	119142	2509286
140519	134636	Permanent Draft	119174	2507815
140520	134637	Permanent Draft	119116	2473413
19315	19315	Permanent Draft	111101	227252106
24173	24173	Permanent Draft	20897	2176728
24175	24175	Permanent Draft	20898	2354277
24221	24221	Permanent Draft	20925	2014601
140160	134279	Permanent Draft	123158	4811147
140466	134583	Permanent Draft	119076	2549003
34239	34239	Permanent Draft	32014	4275319
34257	34257	Permanent Draft	3409	3686523
20107	20107	Permanent Draft	12113	2151622
20115	20115	Permanent Draft	20378	2292966
20122	20122	Permanent Draft	15517	2016073
20142	20142	Permanent Draft	14697	4663815
20154	20154	Permanent Draft	23365	2752004
20170	20170	Permanent Draft	23428	2861258
20250	20250	Permanent Draft	9930	1632500
20257	20257	Permanent Draft	20350	5026150
140484	134601	Permanent Draft	119167	2430282
140486	134603	Permanent Draft	119145	2532088
140490	134607	Permanent Draft	119169	2490752
140498	134615	Permanent Draft	119098	2473246
7751	7751	Permanent Draft	13840	2165361
7833	7833	Permanent Draft	9660	2515191
7855	7855	Permanent Draft	14516	4836578
7866	7866	Permanent Draft	23227	2034346
7946	7946	Permanent Draft	26591	3685023
12302	12302	Permanent Draft	16413	2087621
12313	12313	Permanent Draft	39974	2709958
12320	12320	Permanent Draft	25381	4658858
140719	135877	Permanent Draft	122906	2794476
140720	135878	Permanent Draft	122903	2918207
140721	135879	Permanent Draft	122910	2794908
13378	13378	Complete and Published	10180	5081038
13408	13408	Permanent Draft	1363	2925008
140435	134552	Permanent Draft	119088	2439126
140436	134553	Permanent Draft	119045	2443932
140437	134554	Permanent Draft	119047	2432515
6310	5616	Complete and Published	25008	3350206
5616	5616	Permanent Draft	29894	3240350
5626	5626	Complete and Published	25453	6329823
5628	5628	Permanent Draft	81888	5117067
5646	5646	Permanent Draft	14657	2055819
5660	5660	Complete and Published	27268	3338426
9890	9890	Permanent Draft	2171	8918781
6924	6924	Complete and Published	29231	2530294
6963	6963	Permanent Draft	28629	3186526
6970	6970	Permanent Draft	28621	2966807
6973	6973	Permanent Draft	14579	2785426
140047	134166	Permanent Draft	119390	4019379
140048	134167	Permanent Draft	119376	4010116
140049	134168	Permanent Draft	119269	4019256
12428	12428	Permanent Draft	9932	6373152
12460	12460	Complete and Published	11500	6231122
12466	12466	Permanent Draft	14884	4367390
12497	12497	Permanent Draft	10311	4648785
12527	12527	Permanent Draft	20115	1914397
12564	12564	Permanent Draft	23264	1724252
140726	135884	Permanent Draft	122929	2879585
140727	135885	Permanent Draft	122931	2914002
140728	135886	Permanent Draft	122936	2918793
18227	18227	Permanent Draft	16558	2493358
4863	4863	Permanent Draft	25290	4263418
4868	4868	Complete and Published	29795	9216378
4904	4904	Complete and Published	29010	1617426
4950	4950	Permanent Draft	10474	2282724
206831	367241	Complete and Published	180400	6195978
9911	9911	Permanent Draft	13912	5105283
9959	9959	Permanent Draft	9695	4845820
10103	10018	Permanent Draft	228479	38032344
140579	135737	Permanent Draft	121809	2886177
140580	135738	Permanent Draft	121800	2916225
140581	135739	Permanent Draft	121801	2819214
140582	135740	Permanent Draft	121808	2768618
6981	6981	Permanent Draft	14577	2882857
7031	7031	Complete and Published	31593	4651725
11495	11495	Permanent Draft	13154	4809972
11567	11567	Permanent Draft	10407	33705559
17069	17069	Permanent Draft	20340	5049923
17071	17071	Permanent Draft	20342	4907568
17326	17326	Permanent Draft	9946	5306375
34154	34154	Complete and Published	69757	7120198
4205	4965	Permanent Draft	28766	5376914
4991	4991	Permanent Draft	27882	3343441
5052	5052	Permanent Draft	10051	6371121
5125	5125	Complete and Published	28697	5132961
5144	5144	Permanent Draft	228508	31612247
140438	134555	Permanent Draft	119052	2470563
140439	134556	Permanent Draft	119050	2502741
140443	134560	Permanent Draft	119055	2462098
34087	36826	Permanent Draft	32041	4060687
13866	36826	Permanent Draft	2148	4053859
36872	36872	Permanent Draft	57063	2306488
36890	36890	Permanent Draft	32633	877634
36902	36902	complete	12879	5222287
36903	36903	complete	12945	5398334
140583	135741	Permanent Draft	119716	2747546
140601	135759	Permanent Draft	121830	2837954
140602	135760	Permanent Draft	121831	2883163
140612	135770	Permanent Draft	119744	2920830
11581	11581	Permanent Draft	14097	2285382
11740	11740	Permanent Draft	16461	5383147
11742	11742	Permanent Draft	15754	5473073
16108	16108	Permanent Draft	1635	5090474
16196	16196	Permanent Draft	13805	5715478
140050	134169	Permanent Draft	119329	3963057
140051	134170	Permanent Draft	119333	3975021
140052	134171	Permanent Draft	119393	4024418
140067	134186	Permanent Draft	119336	3978723
3810	3810	Complete and Published	27344	2345435
3815	3815	Complete and Published	28517	4289847
3821	3821	Permanent Draft	27644	5747940
3823	3823	Permanent Draft	27674	5737687
19084	3833	Complete and Published	16613	4215610
3836	3836	Permanent Draft	27659	5549834
3839	3839	Permanent Draft	27648	5655808
8925	8925	Permanent Draft	19542	1659123
9011	9011	Complete and Published	28324	3207592
9158	9158	Complete and Published	30249	5067451
9171	9171	Permanent Draft	29734	3915186
131254	28491	Permanent Draft	106112	3286513
32174	32174	Permanent Draft	18293	2996610
32273	32273	Permanent Draft	11645	2937717
140613	135771	Permanent Draft	119747	2921689
140659	135817	Permanent Draft	121823	2925892
140660	135818	Permanent Draft	121825	2919709
16290	16290	Permanent Draft	15140	2277530
16300	16300	Complete and Published	248322	6742960
16341	16341	Permanent Draft	12231	2205215
16347	16347	Permanent Draft	16508	2271199
16354	16354	Permanent Draft	12220	2197104
2862	2862	Permanent Draft	29428	17575170
140068	134187	Permanent Draft	119341	4007829
140069	134188	Permanent Draft	119377	4007742
140070	134189	Permanent Draft	119370	4023763
140071	134190	Permanent Draft	119371	4028545
3992	3992	Complete and Published	28884	1617545
4009	4009	Permanent Draft	30674	2000683
7952	7952	Permanent Draft	16498	5504843
8054	8054	Permanent Draft	16215	4394444
140729	135887	Permanent Draft	121861	2925443
140734	135892	Permanent Draft	122975	1662453
140735	135893	Permanent Draft	122987	1730163
13431	13431	Permanent Draft	10134	4424585
13461	13461	Permanent Draft	2316	5457705
148793	13482	Permanent Draft	131114	4262456
112975	13492	Permanent Draft	70486	2184031
13506	13506	Permanent Draft	334	4495030
13525	13525	Permanent Draft	2797	5413627
13553	13553	Permanent Draft	1374	4022414
13583	13583	Permanent Draft	25333	3061272
140444	134561	Permanent Draft	119060	2506051
140445	134562	Permanent Draft	119110	2914878
140450	134567	Permanent Draft	119065	2789622
36958	36958	Permanent Draft	56606	1469252
36972	36972	complete	12876	5223397
24015	24015	Permanent Draft	12003	2406624
24069	24069	Permanent Draft	20886	1894759
24108	24108	Permanent Draft	21039	3757316
24122	24122	Permanent Draft	20891	2024653
24131	24131	Permanent Draft	15368	3278535
24169	24169	Permanent Draft	20899	2196795
140668	135826	Permanent Draft	121838	2872071
140669	135827	Permanent Draft	121837	2914211
140731	135889	Permanent Draft	119740	2844344
140732	135890	Permanent Draft	122962	1795135
203162	2925	Complete and Published	175624	4874277
2925	2925	Permanent Draft	30305	4717340
3198	3198	Permanent Draft	39986	405737341
140072	134191	Permanent Draft	119374	4025798
140073	134192	Permanent Draft	119375	4041584
140074	134193	Permanent Draft	119372	4008427
140075	134194	Permanent Draft	119365	4031416
8142	8142	Permanent Draft	16107	5500358
8175	8175	Permanent Draft	15382	5325581
8210	8210	Permanent Draft	13165	5230874
12646	12646	Permanent Draft	20152	2129348
12652	12652	Permanent Draft	20129	2098803
140738	135896	Permanent Draft	122974	1642823
140739	135897	Permanent Draft	122976	1643555
140740	135898	Permanent Draft	122964	1655713
13610	13610	Permanent Draft	13	5280116
18408	18408	Permanent Draft	16560	2508563
140451	134568	Permanent Draft	119059	2503464
140452	134569	Permanent Draft	119069	2493399
140456	134573	Permanent Draft	119075	2473918
24170	24170	Permanent Draft	20884	2146876
24176	24176	Permanent Draft	20892	2305975
24190	24190	Permanent Draft	128189	4166728
24201	24201	Permanent Draft	128640	3240284
140706	135864	Permanent Draft	122947	2860935
140709	135867	Permanent Draft	119742	2861166
140711	135869	Permanent Draft	122951	2916541
7156	7156	Permanent Draft	28779	5020687
35911	7188	Permanent Draft	16177	3598205
7226	7226	Permanent Draft	29696	4313760
7230	7230	Complete and Published	25075	4000057
140076	134195	Permanent Draft	119363	4027757
140077	134196	Permanent Draft	119340	4022958
140078	134197	Permanent Draft	119355	3915623
12753	12753	Permanent Draft	23291	2505392
12784	12784	Permanent Draft	228517	38074417
12824	12824	Permanent Draft	26550	7458334
12834	12834	Permanent Draft	19617	6363067
17331	17331	Permanent Draft	20301	3084694
17333	17333	Permanent Draft	39935	6655047
140322	134439	Permanent Draft	119528	4763959
140323	134440	Permanent Draft	119527	4627471
140324	134441	Permanent Draft	119520	4659168
18548	18548	Permanent Draft	23567	3307652
18568	18568	Permanent Draft	23530	3265587
74668	5163	Complete and Published	72438	3127379
5199	5199	Complete and Published	16619	579504
140268	134385	Permanent Draft	122319	4866147
140270	134387	Complete and Published	123220	2052496
140271	134388	Permanent Draft	122665	1849355
32275	32275	Permanent Draft	11649	2937403
32319	32319	Permanent Draft	2645	5163333
37098	37098	Complete and Published	24230	907294
37195	37195	Permanent Draft	58453	4684268
139778	133897	Permanent Draft	122565	5297686
139779	133898	Permanent Draft	122674	5360229
139937	134056	Permanent Draft	122613	4624024
7295	7295	Permanent Draft	19774	1659370
11744	11744	Permanent Draft	15768	5396294
11803	11803	Permanent Draft	15104	5319012
11816	11816	Complete and Published	9341	8092553
11829	11829	Permanent Draft	10280	5971981
11855	11855	Permanent Draft	14021	5457046
11856	11856	Permanent Draft	14022	5525229
11862	11862	Permanent Draft	15101	5404722
11880	11880	Permanent Draft	9911	5862133
11882	11882	Permanent Draft	10533	5667710
17555	17555	Permanent Draft	14231	1942697
32296	17555	Permanent Draft	2658	1963970
17612	17612	Permanent Draft	11349	4984958
4082	4082	Complete and Published	29237	3169329
140328	134445	Permanent Draft	119515	4806446
140329	134446	Permanent Draft	119514	4690222
5263	5263	Permanent Draft	34562	3024338
5308	5308	Permanent Draft	28704	4853778
10353	5321	Permanent Draft	16153	2267033
9376	9376	Permanent Draft	19555	1713264
9417	9417	Permanent Draft	15008	2000764
140272	134389	Permanent Draft	122664	2131986
140457	134574	Permanent Draft	119058	2517065
10857	10857	Permanent Draft	10465	2690150
10932	10932	Permanent Draft	12761	5509943
10937	10937	Permanent Draft	13817	4662275
10995	10995	Permanent Draft	15380	1606528
11003	11003	Permanent Draft	16264	1677607
11034	11034	Permanent Draft	16544	1599343
11124	11124	Complete and Published	30443	2595888
139938	134057	Permanent Draft	122614	4887693
139939	134058	Permanent Draft	122615	4900708
139940	134059	Permanent Draft	122616	4886192
11940	11940	Permanent Draft	15268	2739073
16360	16360	Permanent Draft	15297	3968178
16363	16363	Permanent Draft	15295	3959924
16366	16366	Permanent Draft	13990	4001250
16390	16390	Permanent Draft	17131	1679871
16449	16449	Permanent Draft	14652	4818318
16500	16500	Permanent Draft	20284	1254734
16538	16538	Complete and Published	23917	1050214
140079	134198	Permanent Draft	119347	3833730
140080	134199	Permanent Draft	119286	3983713
140081	134200	Permanent Draft	119270	3984240
140089	134208	Permanent Draft	119293	4025865
4101	4101	Permanent Draft	29155	2437083
4189	4189	Permanent Draft	27319	3158014
4231	4231	Complete and Published	9279	2065722704
4268	4268	Permanent Draft	31431	4000672
4315	4315	Complete and Published	28511	3629109
4364	4364	Complete and Published	31149	3406739
4384	4384	Complete and Published	69285	6286629
4401	4401	Permanent Draft	30889	7560086
140330	134447	Permanent Draft	119516	4593143
140331	134448	Permanent Draft	119517	4676722
140332	134449	Permanent Draft	119521	4684143
7071	9563	Permanent Draft	228459	37941738
9627	9627	Permanent Draft	26628	7357668
13652	13652	Permanent Draft	1371	4226979
13672	13672	Permanent Draft	14428	2751532
13682	13682	Permanent Draft	2071	4639833
194185	13715	Permanent Draft	170436	5060948
140458	134575	Permanent Draft	119063	2954822
140462	134579	Permanent Draft	119054	2738321
139941	134060	Permanent Draft	122627	4752894
139942	134061	Permanent Draft	122731	11200310
139943	134062	Permanent Draft	122736	9023059
139944	134063	Permanent Draft	122734	10416594
16565	16565	Permanent Draft	16326	4615501
16571	16571	Permanent Draft	16324	5356788
16574	16574	Permanent Draft	16329	5065061
16578	16578	Permanent Draft	13196	4950201
3314	3314	Permanent Draft	27442	1141520
3332	3332	Permanent Draft	16307	118623
3333	3333	Permanent Draft	28152	1608937
4404	4404	Permanent Draft	24913	5987095
8217	8217	Permanent Draft	13093	5178701
8441	8441	Complete and Published	31976	4153407
8446	8446	Permanent Draft	16453	2885309
140359	134476	Permanent Draft	119412	4483631
140360	134477	Permanent Draft	119414	4476943
140361	134478	Permanent Draft	119413	4321856
140362	134479	Permanent Draft	119406	4471155
112977	13757	Permanent Draft	70591	4130502
13761	13761	Permanent Draft	2760	2111746
13777	13777	Permanent Draft	1361	1922941
9530	13777	Permanent Draft	16247	1935589
13792	13792	Permanent Draft	15752	2852630
18617	18617	Permanent Draft	28	4399171
140463	134580	Permanent Draft	119056	2506912
140464	134581	Permanent Draft	119061	2576290
140478	134595	Permanent Draft	119131	2369675
140487	134604	Permanent Draft	119137	2540227
20679	20679	Permanent Draft	23667	2612255
20684	20684	Permanent Draft	23673	2608082
20692	20692	Permanent Draft	23678	2694238
20733	20733	Permanent Draft	20427	4382750
20771	20771	Permanent Draft	23746	3208599
20825	20825	Permanent Draft	23756	2967523
139945	134064	Permanent Draft	122712	9837902
139946	134065	Permanent Draft	122732	9806368
139947	134066	Permanent Draft	122735	9900875
139948	134067	Permanent Draft	122733	9087858
3428	3428	Permanent Draft	30433	2486756
3479	3479	Permanent Draft	28349	3915085
3502	3502	Permanent Draft	29448	2452380
3510	3510	Permanent Draft	28790	2235585
3612	3612	Complete and Published	29366	2012424
140090	134209	Permanent Draft	119290	4010823
140091	134210	Permanent Draft	119302	4041179
140092	134211	Permanent Draft	119378	4018379
8486	8486	Permanent Draft	14026	4596141
8575	8575	Permanent Draft	16035	4106603
12947	12947	Permanent Draft	25363	7407922
12973	12973	Permanent Draft	2332	1847146
13040	13040	Permanent Draft	343	1884654
13052	13052	Permanent Draft	2784	2813713
140363	134480	Permanent Draft	119407	4712404
140364	134481	Permanent Draft	119409	4603156
140365	134482	Permanent Draft	119417	4536938
18649	18649	Permanent Draft	127	2836380
18659	18659	Permanent Draft	23595	2943835
18900	18900	Permanent Draft	23616	2507136
18907	18907	Permanent Draft	23621	3171686
5364	5364	Permanent Draft	27386	1992124
5369	5369	Permanent Draft	29320	2478798
140494	134611	Permanent Draft	119166	2440794
140495	134612	Permanent Draft	119164	2511480
140496	134613	Permanent Draft	119168	2468374
20871	20871	Permanent Draft	9562	5930509
6657	6657	Permanent Draft	24868	5225715
6667	6667	Complete and Published	27607	7599738
6705	6705	Complete and Published	12836	4579589
6705	6705	Complete and Published	248266	4579590
6708	6708	Permanent Draft	111127	475450847
139949	134068	Permanent Draft	122713	10266621
139950	134069	Permanent Draft	121746	5064227
140038	134157	Permanent Draft	119367	3944681
140039	134158	Permanent Draft	119312	3634818
7381	7381	Complete and Published	29729	3072383
