Original,New
"other, sea-ice samples",water_marine_cold
"other, sea-ice samples ",water_marine_cold
"other, sea anemone (marine)",host_animal_ectotherm
"other, sea bass",host_animal_ectotherm
"other, sea coral",host_animal_ectotherm
"other, sea cucumber epidermis",host_animal_ectotherm
"other, sea mollusc",host_animal_ectotherm
"other, sea squirts",host_animal_ectotherm
"other, sea urchine",host_animal_ectotherm
"other, seahorse feces",host_animal_ectotherm
"other, seashore sand",sediment_marine
"other, seaweed epiphyte",host_algae
"other, sediment (unspecified)",sediment
"other, sediment sample from river",sediment_fresh
"other, sediments of flood plain",soil
"other, serum of blacklip abalone",host_animal_ectotherm
"other, sewage sample",host_animal_endotherm_feces
"other, sewage sludge",sludge
"other, sewage sludge digester",sludge
"other, shaft tomb",unclassified
"other, shallow hydrothermal vent",water_marine_hydrothermal
"other, shallow subsurface exposed to mixed heavy metal",unclassified
"other, sheep",host_animal_endotherm
"other, sheep and goats",host_animal_endotherm
"other, sheep faeces",host_animal_endotherm_feces
"other, sheep milk",milk
"other, skin and organ lesions of different lizard species",host_animal_ectotherm
"other, skin of porpoise",host_animal_endotherm_surface
"other, skin of the medical leech hirudo verbana",host_animal_ectotherm
"other, slate mine",unclassified
"other, slate surface",rock_surface
"other, slime of puffer fish",host_animal_ectotherm
"other, sludge blanket reactor",sludge
"other, sludge from a waste digester",sludge
"other, sludge of a carbendazim wastewater treatment facility",sludge
"other, sludge of aerobic digester treating municipal solid waste and sewage",sludge
"other, sludge of anaerobic digester treating municipal solid waste and sewage",sludge
"other, small stone",unclassified
"other, small stone from agricultural field",soil_agricultural
"other, snail",host_animal_ectotherm
"other, soft coral",host_animal_ectotherm
"other, soil contaminated with crude oil",petroleum
"other, solar saltern crystallizer pond",water_hypersaline
"other, sorghum wort",food
"other, sow's placenta",host_animal_endotherm_intratissue
"other, soybean",host_plant
"other, spacecraft-assembly clean room",built_environment_surfaces
"other, spacecraft assembly",built_environment_surfaces
"other, spacecraft assembly clean room",built_environment_surfaces
"other, spanish bobal grape must",food
"other, spiced meat",food
"other, spirit fermenting cellar",built_environment_surfaces
"other, spleen of seal",host_animal_endotherm_intratissue
"other, spoilage microbiota of cooked shrimp",food
"other, spoiled orange juice",food
"other, spoiled red wine",food
"other, sponge",host_animal_ectotherm
"other, sponge specimen",host_animal_ectotherm
"other, spotted rose snapper",host_animal_ectotherm
"other, spring",water_groundwater_surface
"other, sputum from patients with nocardiosis",host_animal_endotherm_oral
"other, sputum of patient with pneumonia",host_animal_endotherm_oral
"other, sputum of patient with pulmonary infection",host_animal_endotherm_oral
"other, stem",host_plant
"other, stinky tofu brine",food
"other, stomach of honeybees",host_animal_ectotherm
"other, stomach of pigs",host_animal_endotherm_intestinal
"other, stomachs of honeybees",host_animal_ectotherm
"other, stone",rock_surface
"other, stork trachea",host_animal_endotherm_nasopharyngeal
"other, stratosphere",unclassified
"other, stream water",water_fresh
"other, stripe of edible mushroom",host_fungus
"other, striped barombi mbo cichlid",host_animal_ectotherm
"other, striped bass",host_animal_ectotherm
"other, stromatolites",biofilm
"other, submarine hydrothermal system",water_marine_hydrothermal
"other, submerged fermented cassava",food
"other, subsurface landfill sample",unclassified
"other, subsurface sediment undergoing uranium bioremediation",sediment
"other, sulfide spring",water_hotspring
"other, sulfur spring sample",water_hotspring
"other, surface-sterilized stem of grey box tree",host_plant
"other, surface and smear water of german smear-ripened soft cheeses",food
"other, surface microbial flora of reblochon cheese",food
"other, surface of a 50 euro cent copper-alloy coin",unclassified
"other, surface of bottles of saline solution used in wound cleansing",unclassified
"other, surface sterilized tissue",unclassified
"other, surface water of south china sea",water_marine
"other, swine-manure storage pit",sludge
"other, swine manure storage ",host_animal_endotherm_feces
"other, swine sources",host_animal_endotherm
"other, tar",petroleum
"other, tea",food
"other, temperate peat swamp forest soil",soil_organic_peat
"other, terrestrial saline spring",water_hypersaline
"other, thalli of a marine red alga",host_algae
"other, thallus of liverwort",host
"other, the marine ciliate myrionecta rubra",host_animal_ectotherm
"other, the microbiota of spanish clams",host_animal_ectotherm
"other, thermal spring",water_hotspring
"other, thermophilic sludge ",sludge
"other, tick",host_animal_ectotherm
"other, ticks collected from sheep and goat",host_animal_ectotherm
"other, tidal flat sediment ",sediment_marine
"other, tidal mud flat",sediment_marine
"other, tidal sand-flat",sediment_marine
"other, tissue of artemisia annua",host_plant
"other, tissue of artemisia annua l.",host_plant
"other, tissue of columnar cacti",host_plant
"other, tissues of a ferret",host_animal_endotherm
"other, tortoises",host_animal_ectotherm
"other, traditional pickle",food
"other, tree exudate",host_plant_vasculature
"other, tree saps and glacial meltwater",host_plant_vasculature
"other, tree trunk",host_plant
"other, tropic rainforest",unclassified
"other, tropical marine environment",unclassified
"other, tryptone soy agar",unclassified
"other, type ii sourdough ",food
"other, underground mine",unclassified
"other, unknown origin",unclassified
"other, various places in a wildlife reserve",unclassified
"other, vegetable broth",food
"other, vericompost",compost
"other, vermicompost",compost
"other, vermicompost produced from kitchen waste",compost
"other, vinegar",food
"other, viscera of common voles",host_animal_endotherm_intestinal
"other, volcanic area",volcanic_active
"other, volcanic area in indonesia",volcanic_active
"other, vultures",host_animal_endotherm
"other, wall colonized with mould",host_fungus
"other, wall material",built_environment_surfaces
"other, wastewater sediment",wastewater
"other, water-treatment facility",wastewater
"other, water cooling system",unclassified
"other, water flea",host_animal_ectotherm
"other, water mixd metal working fluid",unclassified
"other, water of steam generator",unclassified
"other, water reservoir",water_fresh
"other, water sample",water_fresh
"other, water stream",water_fresh
"other, water surfaces",water_fresh
"other, water system of power plant",wastewater
"other, water tanks, mangrove sediment, swamp water",water
"other, waterweed from highly acidic swamp",host_plant
"other, waterweed grown in highly acidic swamp",host_plant
"other, well that collected water from deep saline aquifer",water_groundwater_deepsubsurface
"other, well water",water_groundwater_surface
"other, whales",host_animal_endotherm
"other, wheat flour",food
"other, wheat sourdough",food
"other, whey digester",food
"other, whooping crane cloacal cavity",host_animal_endotherm_intestinal
"other, wild birds",host_animal_endotherm
"other, wild boar oral cavity",host_animal_endotherm_oral
"other, wild mouse faeces",host_animal_endotherm_feces
"other, wood falls",litter
"other, wood samples",litter
"other, wound after a puncture by a fish fun",host_animal_endotherm
"other, wound debridement specimen",host_animal_endotherm
"other, wound swab",host_animal_endotherm
"other, yak rumen",host_animal_endotherm_rumen
"plant associated,  stem of maytenus austroyunnanensis",host_plant
"plant associated, algae",host_algae
"plant associated, deep-water rice",host_plant
"plant associated, organic carbon and nitrogen sewage treatment plant",unclassified
"plant associated, plant roots",host_plant_root-associated
"plant associated, rhizoplane",host_plant_root-associated
"plant associated, rhizospheres of plants",host_plant_root-associated
"plant associated, roots of plants",host_plant_root-associated
"plant associated, roots of rice plants",host_plant_root-associated
"seawater, abalone under aquaculture in seawater",host_animal_ectotherm
"seawater, salt lake",water_hypersaline
"seawater, seawater enriched with zooplankton",water_marine
"seawater, shallow coastal seawater",water_marine
"seawater, yellow sea",water_marine
"soil, 65.1",soil
"soil, acidic rice-field soil",soil_agricultural
"soil, alpine soil",soil
"soil, anoxic rice soil field",soil_agricultural
"soil, btex-contaminated soil",soil_hydrocarbon_contaminated
"soil, dsm17256t|iam15263t|atccbaa-1190t",soil
"soil, ginseng soil",soil_agricultural
"soil, glacial soil",soil_mineral
"soil, heavy metal polluted soil",soil_contaminated
"soil, landfill soil",soil_contaminated
"soil, livestock-impacted soil",soil_agricultural
"soil, mangroove soil",sediment_marine
"soil, mud sample",soil
"soil, no",soil
"soil, oil-contaminared soil",soil_hydrocarbon_contaminated
"soil, paddy soil and root of rice plant",soil_agricultural
"soil, pasteurized soil sample",soil
"soil, pear orchard soil",soil_agricultural
"soil, rhizosphere soil",soil
"soil, saline and alkine soil",soil_saline
"soil, salt lake",soil_saline
"soil, saltpan",soil_saline
"soil, sand",soil_mineral
"soil, seaside soil",soil
"soil, soda soil sample",soil
"soil, soil sample from pindari glacier",soil
"soil, solfataric soil",volcanic_active
"soil, teak rhizosphere soil",soil_forest
"soil, temperate peat swamp forest soil",soil_organic_peat
"soil, thermophilic methanogenic consortium",unclassified
"soil, vineyard soil",soil_agricultural
"soil, wetland soil",soil_marshland
"wastewater, active sludge from wastewater",sludge
"wastewater, domestic waste",wastewater
"wastewater, enrichment culture containg thf",wastewater
"wastewater, sewage sludge",sludge
"wastewater, sludge",sludge
150 km offshore,water_marine
3 m depth in a coral reef,sediment_marine
a coastal hot spring,water_marine_hydrothermal
abdominal abscess,host_animal_endotherm
acid mining effluent decantation pond,wastewater
active hydrothermal chimney,water_marine_hydrothermal
afb-diseased colony,host_animal_ectotherm
agricultural fields,soil_agricultural
agricultural settling lagoon,wastewater
agricultural site,soil_agricultural
air,unclassified
air in a school dining room,unclassified
air sample,unclassified
algal mat from kah-nee-tah hot spring,host_algae
algal phycosphere,host_algae
amblyomma tick,host_animal_ectotherm
amniotic fluid,host_animal_endotherm_intratissue
an acidic hot spring; philippines,water_hotspring
anaerobic sewer sludge,sludge
animal faecal matter,host_animal_endotherm_feces
appendix tissue,host_animal_endotherm_intratissue
aquatic,water
atcc 35296,unclassified
atcc 43099,unclassified
atlantic cod,host_animal_ectotherm
baby feces,host_animal_endotherm_feces
beach mud,sediment_marine
beach sand,sediment_marine
bearded dragon,host_animal_ectotherm
"black smoker wall, 3500 m depth",water_marine_hydrothermal
blight and dieback of eucalyptus,host_plant
blood culture,host_animal_endotherm_blood
blood from an infected cat,host_animal_endotherm_blood
blood of a naturally infected pig,host_animal_endotherm_blood
