dsmz_list,dsmz_risk_category,A,B,C,D,E,F,G,H,I,overall_score
RALSTONIA MANNITOLYTICA,2,-,-,2,-,-,-,-,-,-,2
RALSTONIA PICKETTII,-,2,-,1,-,-,-,-,1,-,2
RALSTONIA SOLANACEARUM,2,-,-,1,-,-,-,-,2,-,2
RAMIBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
RAMLIBACTER,1,-,-,1,-,-,-,-,-,-,1
RAOULTELLA ORNITHINOLYTICA,2,2,-,2,-,-,-,-,-,-,2
RAOULTELLA TERRIGENA,-,-,2,1,-,-,-,-,-,-,1
RAROBACTER,1,-,-,1,-,-,-,-,1,-,1
RATHAYIBACTER,1,-,-,1,-,-,-,-,1,-,1
REINEKEA,1,-,-,1,-,-,-,-,-,-,1
RENIBACTERIUM SALMONINARUM,2,2,-,2,-,3,-,-,2,-,2
RENOBACTER,1,-,-,-,-,-,-,-,-,-,1
RHABDOCHROMATIUM,1,-,-,1,-,-,-,-,1,-,1
RHEINHEIMERA,1,-,-,1,-,-,-,-,-,-,1
RHIZOBACTER,1,-,-,1,-,-,-,-,1,-,1
RHIZOBIUM,1,-,-,1,-,-,-,-,1,-,1
RHODANOBACTER,1,-,-,-,-,-,-,-,-,-,1
RHODOBACA,1,-,-,-,-,-,-,-,-,-,1
RHODOBACTER,1,-,-,1,-,-,-,-,1,-,1
RHODOBIUM,1,-,-,1,-,-,-,-,1,-,1
RHODOBLASTUS,1,-,-,1,-,-,-,-,-,-,1
RHODOCISTA,1,-,-,1,-,-,-,-,1,-,1
RHODOCOCCUS EQUI,2,2,2,2,2,2,2,2,2,2,2
RHODOCOCCUS GORDONIAE,2,-,-,2,-,-,-,-,-,-,2
RHODOCYCLUS,1,-,-,1,-,-,-,-,1,-,1
RHODOFERAX,1,-,-,1,-,-,-,-,1,-,1
RHODOGLOBUS,1,-,-,1,-,-,-,-,-,-,1
RHODOMICROBIUM,1,-,-,1,-,-,-,-,1,-,1
RHODONELLUM,1,-,-,-,-,-,-,-,-,-,1
RHODOPILA,1,-,-,1,-,-,-,-,1,-,1
RHODOPIRELLULA,1,-,-,1,-,-,-,-,-,-,1
RHODOPLANES,1,-,-,1,-,-,-,-,1,-,1
RHODOPSEUDOMONAS,1,-,-,1,-,-,-,-,1,-,1
RHODOSPIRILLUM,1,-,-,1,-,-,-,-,1,-,1
RHODOTHALASSIUM,1,-,-,1,-,-,-,-,-,-,1
RHODOTHERMUS,1,-,-,-,-,-,-,-,1,-,1
RHODOTORULA MUCILAGINOSA,-,-,2,-,-,-,-,-,-,-,2
RHODOVIBRIO,1,-,-,1,-,-,-,-,-,-,1
RHODOVULUM,1,-,-,1,-,-,-,-,1,-,1
RICKETTSIA AESCHLIMANNII,-,-,-,-,-,-,-,-,3,3,3
RICKETTSIA AFRICAE,-,-,-,3,2,2,2,2,3,3,3
RICKETTSIA AKARI,-,3,-,3,3,3,3,3,3,3,3
RICKETTSIA AUSTRALIS,-,3,-,3,2,2,2,2,3,3,3
RICKETTSIA BELLII,-,-,-,3,2,2,2,2,3,3,3
RICKETTSIA CONORII,-,3,-,3,3,3,3,3,3,3,3
RICKETTSIA FELIS,-,-,-,2,2,2,2,2,-,3,3
RICKETTSIA HELVETICA,-,2,-,2,2,2,2,2,3,3,3
RICKETTSIA HONEI,-,-,-,2,2,2,2,2,3,3,3
RICKETTSIA JAPONICA,-,3,-,3,2,2,2,2,3,3,3
RICKETTSIA MASSILIAE,-,2,-,1,2,2,2,2,3,3,3
RICKETTSIA MONTANA,-,3,-,3,3,3,3,3,3,3,3
RICKETTSIA PARKERI,-,2,-,2,2,2,2,2,3,3,3
RICKETTSIA PROWAZEKI,-,3,-,3,3,3,3,3,3,3,3
RICKETTSIA RHIPICEPHALI,-,2,-,2,2,2,2,2,-,3,3
RICKETTSIA RICKETTSII,-,3,-,3,3,3,3,3,3,3,3
RICKETTSIA TSUTSUGAMUSHI,-,3,-,3,3,3,3,3,-,3,3
RICKETTSIA TYPHI,-,3,-,3,3,3,3,3,3,3,3
RICKETTSIELLA CHIRONOMI,-,2,-,1,-,-,-,-,1,-,3
RICKETTSIELLA GRYLII,-,2,-,1,-,-,-,-,1,-,1
RICKETTSIELLA POPILAE,-,2,-,1,-,-,-,-,1,-,1
RICKETTSIELLA STETHORAE,-,2,-,1,-,-,-,-,1,-,1
RIEMERELLA ANATIPESTIFER,2,2,-,2,-,-,-,-,2,-,2
RIEMERELLA COLUMBINA,2,-,-,2,-,-,-,-,2,-,2
RIKENELLA,1,-,-,1,-,-,-,-,1,-,1
ROBIGINITALEA,1,-,-,1,-,-,-,-,-,-,1
ROBIGINITOMACULUM,1,-,-,-,-,-,-,-,-,-,1
ROCHALIMAEA QUINTANA,1,2,-,-,-,2,-,2,-,2,2
ROSEATELES,1,-,-,1,-,-,-,-,-,-,1
ROSEBURIA,1,-,-,1,-,-,-,-,1,-,1
ROSEIBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
ROSEICYCLUS,1,-,-,-,-,-,-,-,-,-,1
ROSEIFLEXUS,1,-,-,1,-,-,-,-,-,-,1
ROSEISALINUS,1,-,-,-,-,-,-,-,-,-,1
ROSEIVIVAX,1,-,-,1,-,-,-,-,-,-,1
ROSEOBACTER,1,-,-,1,-,-,-,-,1,-,1
ROSEOCOCCUS,1,-,-,1,-,-,-,-,1,-,1
ROSEOMONAS CERVICALIS,1,-,-,2,-,-,-,-,-,-,1
ROSEOMONAS FAURIAE,1,-,-,2,-,-,-,-,-,-,1
ROSEOMONAS GILARDII,1,-,-,2,-,-,-,-,-,-,1
ROSEOMONAS MUCOSA,1,-,-,2,-,-,-,-,-,-,1
ROSEOSPIRA,1,-,-,1,-,-,-,-,-,-,1
ROSEOSPIRILLUM,1,-,-,1,-,-,-,-,-,-,1
ROSEOVARIUS,1,-,-,1,-,-,-,-,-,-,1
ROTHIA DENTOCASRIOSA,2,-,-,2,-,-,-,-,1,-,2
ROTHIA MUCILAGINOSA,2,-,-,2,-,-,-,-,-,-,2
RUANIA,1,-,-,-,-,-,-,-,-,-,1
RUBELLIMICROBIUM,1,-,-,-,-,-,-,-,-,-,1
RUBRIMONAS,1,-,-,1,-,-,-,-,-,-,1
RUBRITALEA,1,-,-,-,-,-,-,-,-,-,1
RUBRITEPIDA,1,-,-,1,-,-,-,-,-,-,1
RUBRIVIVAX,1,-,-,1,-,-,-,-,1,-,1
RUBROBACTER,1,-,-,1,-,-,-,-,1,-,1
RUDANELLA,1,-,-,-,-,-,-,-,-,-,1
RUEGERIA,1,-,-,1,-,-,-,-,-,-,1
RUMINOBACTER,1,-,-,1,-,-,-,-,1,-,1
RUMINOCOCCUS PRODUCTUS,1,2,-,1,-,-,-,-,1,-,1
RUNELLA,1,-,-,1,-,-,-,-,1,-,1
,NA,,,,,,,,,,NA
SACCHARIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
SACCHARIBACTER,1,-,-,-,-,-,-,-,1,-,1
SACCHAROMONOSPORA,1,-,-,1,-,-,-,-,1,-,1
SACCHAROPHAGUS,1,-,-,1,-,-,-,-,-,-,1
SACCHAROPOLYSPORA RECTIVIRGULA,1,-,-,1,-,2,-,-,1,-,1
SACCHAROSPIRILLUM,1,-,-,1,-,-,-,-,-,-,1
SACCHAROTHRIX,1,-,-,1,-,-,-,-,1,-,1
SAGITTULA,1,-,-,1,-,-,-,-,1,-,1
SALANA,1,-,-,1,-,-,-,-,-,-,1
SALEGENTIBACTER,1,-,-,1,-,-,-,-,-,-,1
SALIBACILLUS,1,-,-,1,-,-,-,-,-,-,1
SALIMICROBIUM,1,-,-,-,-,-,-,-,-,-,1
SALINIBACTER,1,-,-,1,-,-,-,-,-,-,1
SALINIBACTERIUM,1,-,-,1,-,-,-,-,-,-,1
SALINICOCCUS,1,-,-,1,-,-,-,-,1,-,1
SALINICOLA,1,-,-,-,-,-,-,-,-,-,1
SALINIMICROBIUM,1,-,-,-,-,-,-,-,-,-,1
SALINIMONAS,1,-,-,-,-,-,-,-,-,-,1
SALINISPHAERA,1,-,-,1,-,-,-,-,-,-,1
SALINISPORA,1,-,-,-,-,-,-,-,-,-,1
SALINIVIBRIO,1,-,-,1,-,-,-,-,1,-,1
SALINOSPORA,1,-,-,-,-,-,-,-,-,-,1
SALIPIGER,1,-,-,1,-,-,-,-,-,-,1
SALIRHABDUS,1,-,-,-,-,-,-,-,-,-,1
SALMONELLA ABORTUSEQUI,-,-,-,-,-,2  3,2,2,-,-,2
SALMONELLE ABORTUSOVIS,-,-,-,-,-,2  3,2,2,-,-,2
SALMONELLA ARIZONAE,-,2,-,-,2,2,2,2,-,2,2
SALMONELLA BONGORI,2,-,2,2,2,2,2,2,-,2,2
SALMONELLA CHOLERASUIS,-,2,-,2,2,2,2,2,2,2,2
SALMONELLA ENTERICA,2,-,2,2,2,2,2,2,2,2,2
SALMONELLA GALLINARUM,2,-,-,-,2,2  3,2,2,-,2,2
SALMONELLA INFANTIS,-,2,-,-,2,2,2,2,-,2,2
SALMONELLA PARATYPHI,-,2,-,-,2,2,2,2,-,2,2
SALMONELLA POONA,-,-,2,-,2,2,2,2,-,2,2
SALMONELLA PULLORUM,-,-,-,-,-,2  3,2,2,-,2,2
SALMONELLA SUIS,-,2,-,-,2,2,2,2,-,2,2
SALMONELLA TYPHI,-,2,-,3,3,3,3,3,3,3,3
SALMONELLA TYPHIMURIUM,-,2,-,-,2,2,2,2,2,2,2
SALSUGINIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
SAMSONIA,1,-,-,1,-,-,-,-,-,-,1
SANDARAKINORHABDUS,1,-,-,-,-,-,-,-,-,-,1
SANGUIBACTER INULINUS,-,-,-,2,-,-,-,-,2,-,2
SANGUIBACTER KEDDIEII,2,-,-,2,-,-,-,-,2,-,2
SANGUIBACTER SUAREZII,2,-,-,2,-,-,-,-,2,-,2
SAPROSPIRA,1,-,-,1,-,-,-,-,1,-,1
SARCINA,1,-,-,1,-,-,-,-,1,-,1
SARCOBIUM LYTICUM,-,2,-,-,-,-,-,-,-,-,2
SARRACENIOSPORA,1,-,-,-,-,-,-,-,-,-,1
SAXEIBACTER,1,-,-,-,-,-,-,-,-,-,1
SCARDOVIA,1,-,-,1,-,-,-,-,-,-,1
SCHINERIA,1,-,-,1,-,-,-,-,-,-,1
SCHLEGELELLA,1,-,-,1,-,-,-,-,-,-,1
SCHWARTZIA,1,-,-,1,-,-,-,-,1,-,1
SEBEKIA,1,-,-,-,-,-,-,-,-,-,1
SEDIMENTIBACTER HONGKONGENSIS,2,-,-,-,-,-,-,-,-,-,2
SEDIMENTICOLA,1,-,-,-,-,-,-,-,-,-,1
SEDIMINIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
SEGETIBACTER,1,-,-,-,-,-,-,-,-,-,1
SEGNILIPARUS RUGOSUS,2,-,-,-,-,-,-,-,-,-,2
SEINONELLA,1,-,-,-,-,-,-,-,-,-,1
SEJONGIA,1,-,-,-,-,-,-,-,-,-,1
SELENOMONAS ARTEMIDIS,2,2,-,2,-,-,-,-,2,-,2
SELENOMONAS DIANAE,2,2,-,2,-,-,-,-,2,-,2
SELENOMONAS FLUEGGEI,2,2,-,2,-,-,-,-,2,-,2
SELENOMONAS INFELIX,-,2,-,2,-,-,-,-,2,-,2
SELENOMONAS NOXIA,2,2,-,2,-,-,-,-,2,-,2
SELIBERIA,1,-,-,1,-,-,-,-,1,-,1
SERINICOCCUS,1,-,-,1,-,-,-,-,-,-,1
SERPULINA,1,2,-,-,2,2,-,2,2,2,2
SERRATIA ENTOMOPHILA,-,2,-,1,-,-,-,-,1,-,1
SERRATIA FONTICOLA,-,2,-,1,-,-,-,-,1,-,1
SERRATIA GRIMESII,2,2,-,2,-,-,-,-,2,-,2
SERRATIA LIQUEFACIENS,2,2,1,2,-,-,-,-,-,-,2
SERRATIA MARCESCENS,2,2,1,2,-,OP,-,-,2,-,2
SERRATIA ODORIFERA,-,-,2,1,-,-,-,-,1,-,2
SERRATIA PROTEANACULANS,2,2,-,-,-,-,-,-,2,-,2
SERRATIA RUBIDAEA,2,2,-,2,-,-,-,-,2,-,2
SHARPEA,1,-,-,-,-,-,-,-,-,-,1
SHEWANELLA ALGAE,2,2,-,2,-,-,-,-,2,-,2
SHEWANELLA PUTREFACIENS,-,2,-,1,-,-,-,-,1,-,2
SHIGELLA BOYDII,2,2,2,2,2,2,2,2,2,2,2
SHIGELLA DYSENTERIAE,-,2  3,-,2,2  3,3,3,3,2  3,3,3
SHIGELLA FLEXNERI,2,2,2,2,2,2,2,2,2,2,2
SHIGELLA SONNEI,2,2,2,2,2,2,2,2,2,2,2
SHIMAZUELLA,1,-,-,-,-,-,-,-,-,-,1
SHINELLA,1,-,-,-,-,-,-,-,-,-,1
SILANIMONAS,1,-,-,-,-,-,-,-,-,-,1
SILICIBACTER,1,-,-,1,-,-,-,-,-,-,1
SILVIMONAS,1,-,-,-,-,-,-,-,-,-,1
SIMIDUIA,1,-,-,-,-,-,-,-,-,-,1
SIMONSIELLA,1,-,-,1,-,-,-,-,1,-,1
SIMPLICISPIRA,1,-,-,-,-,-,-,-,-,-,1
SIMSONIELLA,1,-,-,1,-,-,-,-,-,-,1
SINGULARIMONAS,1,-,-,-,-,-,-,-,-,-,1
SINGULISPHAERA,1,-,-,-,-,-,-,-,-,-,1
SINOBACA,1,-,-,-,-,-,-,-,-,-,1
SINOBACTER,1,-,-,-,-,-,-,-,-,-,1
SINOCOCCUS,1,-,-,-,-,-,-,-,-,-,1
SINOCURTOBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
SINOMONAS,1,-,-,-,-,-,-,-,-,-,1
SINORHIZOBIUM,1,-,-,1,-,-,-,-,1,-,1
SKERMANELLA,1,-,-,1,-,-,-,-,-,-,1
SKERMANIA,1,-,-,1,-,-,-,-,1,-,1
SLACKIA EXIGUA,2,-,-,2,-,-,-,-,-,-,2
SMARAGDICOCCUS,1,-,-,-,-,-,-,-,-,-,1
SMITHELLA,1,-,-,1,-,-,-,-,-,-,1
SODALIS,1,-,-,1,-,-,-,-,-,-,1
SOEHNGENIA,1,-,-,1,-,-,-,-,-,-,1
SOLIMONAS,1,-,-,-,-,-,-,-,-,-,1
SOLIRUBROBACTER,1,-,-,1,-,-,-,-,-,-,1
SORANGIUM,1,-,-,-,-,-,-,-,-,-,1
SPELEOMYCES,1,-,-,-,-,-,-,-,-,-,1
SPHAERISPORANGIUM,1,-,-,-,-,-,-,-,-,-,1
SPHAEROBACTER,1,-,-,1,-,-,-,-,1,-,1
SPHAEROSPORANGIUM,1,-,-,-,-,-,-,-,-,-,1
SPHAEROTILUS,1,-,-,1,-,-,-,-,1,-,1
SPHINGOBACTERIUM MIZUTAII,2,-,-,-,-,-,-,-,-,-,1
SPHINGOBACTERIUM MULTIVORUM,2,2,2,2,-,-,-,-,2,-,2
SPHINGOBACTERIUM SPIRITIVORUM,2,2,2,2,-,-,-,-,2,-,2
SPHINGOBACTERIUM THALPOPHILUM,2,2,-,2,-,-,-,-,2,-,2
SPHINGOBIUM,1,-,-,1,-,-,-,-,-,-,1
SPHINGOMONAS PARAPAUCIMOBILIS,2,-,-,2,-,-,-,-,2,-,2
SPHINGOMONAS PAUCIMOBILIS,2,2,2,2,-,-,-,-,2,-,2
SPHINGOMONAS YANOIKUYAE,-,2,-,1,-,-,-,-,1,-,1
SPHINGOPYXIS,1,-,-,1,-,-,-,-,-,-,1
SPHINGOSINICELLA,1,-,-,-,-,-,-,-,-,-,1
SPIRILLIPLANES,1,-,-,1,-,-,-,-,1,-,1
SPIRILLOSPORA,1,-,-,1,-,-,-,-,1,-,1
SPIRILLUM,1,-,-,1,-,-,-,-,1,-,1
SPIROCHAETA,1,-,-,1,-,-,-,-,1,-,1
SPIROPLASMA APIS,1,2,-,1,-,-,-,-,1,-,2
SPIROPLASMA MELLIFERUM,1,2,-,1,-,-,-,-,1,-,2
SPIROPLASMA MIRUM,1,2,-,2,-,2,-,-,2,-,2
SPIROSOMA,1,-,-,1,-,-,-,-,1,-,1
SPONGIIBACTER,1,-,-,-,-,-,-,-,-,-,1
SPORACETIGENIUM,1,-,-,-,-,-,-,-,-,-,1
SPORANAEROBACTER,1,-,-,1,-,-,-,-,-,-,1
SPORICHTHYA,1,-,-,1,-,-,-,-,1,-,1
SPOROBACTER,1,-,-,1,-,-,-,-,1,-,1
SPOROBACTERIUM,1,-,-,1,-,-,-,-,1,-,1
SPOROCYTOPHAGA,1,-,-,1,-,-,-,-,1,-,1
SPOROHALOBACTER,1,-,-,1,-,-,-,-,1,-,1
SPOROMUSA,1,-,-,1,-,-,-,-,1,-,1
SPOROSARCINA,1,-,-,1,-,-,-,-,1,-,1
SPOROTALEA,1,-,-,-,-,-,-,-,-,-,1
SPOROTOMACULUM,1,-,-,1,-,-,-,-,-,-,1
STACKEBRANDTIA,1,-,-,-,-,-,-,-,-,-,1
STALEYA,1,-,-,1,-,-,-,-,-,-,1
STANIERELLA,1,-,-,-,-,-,-,-,-,-,1
STAPHYLOCOCCUS AUREUS,2,2,2,2,2,2,2,2,2,2,2
STAPHYLOCOCCUS CAPITIS,-,2,-,1,-,-,-,-,-,-,2
STAPHYLOCOCCUS CAPRAE,2,2,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS CHROMOGENES,-,2,-,1,-,-,-,-,-,-,2
STAPHYLOCOCCUS COHNII,-,2,-,1,-,-,-,-,1,-,2
STAPHYLOCOCCUS EPIDERMIDIS,2,2,1  2,2,-,2,-,-,2,-,2
STAPHYLOCOCCUS FELIS,2,2,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS HAEMOLYTICUS,2,2,2,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS HOMINIS,2,-,-,2,-,-,-,-,1,-,2
STAPHYLOCOCCUS HYICUS,2,2,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS INTERMEDIUS,2,2,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS LUGDUNENSIS,2,2,1  2,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS LUTRAE,2,-,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS NEPALENSIS,2,-,-,2,-,-,-,-,-,-,2
STAPHYLOCOCCUS PASTEURI,2,3,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS SACCHAROLYTICUS,2,2,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS SAPROPHYTICUS,2,2,1,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS SCHLEIFERI,2,2,-,2,-,-,-,-,2,-,2
STAPHYLOCOCCUS SCIURI,-,2,-,1,-,-,-,-,2,-,2
STAPHYLOCOCCUS SIMIAE,2,-,-,-,-,-,-,-,-,-,2
STAPHYLOCOCCUS SIMULANS,-,2,2,1,-,-,-,-,1,-,2
STAPPIA,1,-,-,1,-,-,-,-,-,-,1
STARKEYA,1,-,-,1,-,-,-,-,-,-,1
STELLA,1,-,-,1,-,-,-,-,1,-,1
STENOTROPHOMONAS AFRICANA,-,-,-,-,-,-,-,-,2,-,2
STENOTROPHOMONAS MALTOPHILIA,2,2,1,2,-,-,-,-,2,-,2
STENOXYBACTER,1,-,-,-,-,-,-,-,-,-,1
STEROIDOBACTER,1,-,-,-,-,-,-,-,-,-,1
STEROLIBACTERIUM,1,-,-,1,-,-,-,-,-,-,1
STIGMATELLA,1,-,-,1,-,-,-,-,1,-,1
STOMATOCOCCUS,1,-,-,-,-,-,-,-,1,-,1
STREPTACIDIPHILUS,1,-,-,1,-,-,-,-,-,-,1
STREPTIMONOSPORA,1,-,-,-,-,-,-,-,-,-,1
STREPTOALLOMORPHA,1,-,-,-,-,-,-,-,-,-,1
STREPTOALLOTEICHUS,1,-,-,1,-,-,-,-,1,-,1
STREPTOBACILLUS MONILIFORMIS,2,2,-,2,2,2,2,2,2,-,2
STREPTOBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
STREPTOCOCCUS ACIDOMINIMUS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS AGALACTIAE,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS ANGINOSUS,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS BOVIS,2,2,1  2,2,2,2,2,2,2,2,2
STREPTOCOCCUS CABALLI,2,-,-,-,2,2,2,2,2,2,2
STREPTOCOCCUS CANIS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS CASTOREUS,2,-,-,-,2,2,2,2,-,2,2
STREPTOCOCCUS CONSTELLATUS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS DIDELPHIS,2,-,-,2,2,2,2,2,-,2,2
STREPTOCOCCUS DYSGALACTIAE,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS EQUINUS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS EQUI,2,2,2,2,2,3,2,2,2,2,2
STREPTOCOCCUS GALLOLYTICUS,2,-,1,2,2,2,2,2,2,2,2
STREPTOCOCCUS HALICHOERI,2,-,-,-,2,2,2,2,-,2,2
STREPTOCOCCUS HENRYI,2,-,-,-,2,2,2,2,-,2,2
STREPTOCOCCUS INIAE,2,-,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS INTERMEDIUS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS LUTETIENSIS,2,-,-,2,2,2,2,2,-,2,2
STREPTOCOCCUS MASSILIENSIS,2,-,-,-,2,2,2,2,-,2,2
STREPTOCOCCUS MITIS,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS MUTANS,2,2,1,2,2,2,2,2,2,2,2
STREPTOCOCCUS ORALIS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS OVIS,2,-,-,2,2,2,2,2,-,2,2
STREPTOCOCCUS PARASANGUINIS,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS PHOCAE,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS PLURANIMALIUM,2,-,-,2,2,2,2,2,-,2,2
STREPTOCOCCUS PNEUMONIAE,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS PORCINUS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS PSEUDOPNEUMONIAE,2,-,-,-,2,2,2,2,-,2,2
STREPTOCOCCUS PSEUDOPORCINUS,2,-,-,-,2,2,2,2,-,2,2
STREPTOCOCCUS PYOGENES,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS SALIVARIUS,2,2,1,2,2,2,2,2,2,2,2
STREPTOCOCCUS SANGUINIS,2,2,2,2,2,2,2,2,2,2,2
STREPTOCOCCUS SINENSIS,2,-,-,2,2,2,2,2,-,2,2
STREPTOCOCCUS SOBRINUS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS SUIS,2,2,-,2,2,2,2,2,2,2,2
STREPTOCOCCUS UBERIS,-,2,-,1,2,2,2,2,1,2,2
STREPTOMONOSPORA,1,-,-,1,2,-,-,-,-,-,1
STREPTOMYCES SOMALIENSIS,1,2,1,2,-,2,-,-,2,-,2
STREPTOMYCES SCABIEI,1,2,1,1,-,-,-,-,1,-,1
STREPTOSPORANGIUM,1,-,-,1,-,-,-,-,1,-,1
STREPTOVERTICILLIUM,1,-,-,-,-,-,-,-,-,-,1
SUBDOLIGRANULUM,1,-,-,-,-,-,-,-,-,-,1
SUBTERCOLA,1,-,-,1,-,-,-,-,-,-,1
SUCCINICLASTICUM,1,-,-,1,-,-,-,-,1,-,1
SUCCINIMONAS,1,-,-,1,-,-,-,-,1,-,1
SUCCINISPIRA,1,-,-,1,-,-,-,-,-,-,1
SUCCINIVIBRIO,1,-,-,1,-,-,-,-,1,-,1
SULFITOBACTER,1,-,-,1,-,-,-,-,1,-,1
SULFOBACILLUS,1,-,-,1,-,-,-,-,1,-,1
SULFURICURVUM,1,-,-,-,-,-,-,-,-,-,1
SULFURIHYDROGENIBIUM,1,-,-,1,-,-,-,-,-,-,1
SULFURIMONAS,1,-,-,1,-,-,-,-,-,-,1
SULFURIVIRGA,1,-,-,-,-,-,-,-,-,-,1
SULFUROSPIRILLUM,1,-,-,1,-,-,-,-,1,-,1
SUTTERELLA WADSWORTHENSIS,2,-,-,2,-,-,-,-,2,-,2
SUTTONELLA INDOLOGENES,2,2,-,2,-,-,-,-,2,-,2
SYNTROPHOBACTER,1,-,-,1,-,-,-,-,1,-,1
SYNTROPHOBOTULUS,1,-,-,1,-,-,-,-,1,-,1
SYNTROPHOCOCCUS,1,-,-,1,-,-,-,-,1,-,1
SYNTROPHOMONAS,1,-,-,1,-,-,-,-,1,-,1
SYNTROPHORHABDUS,1,-,-,-,-,-,-,-,-,-,1
SYNTROPHOSPORA,1,-,-,1,-,-,-,-,1,-,1
SYNTROPHOTHERMUS,1,-,-,1,-,-,-,-,-,-,1
SYNTROPHUS,1,-,-,1,-,-,-,-,1,-,1
,,,,,,,,,,,NA
TANNERELLA FORSYTHENSIS,-,2,-,2,-,2,-,-,-,-,2
TATLOCKIA MACEACHERNII,2,2,-,2,-,2,-,-,2,-,2
TATUMELLA PTYSEOS,2,2,-,2,-,2,-,-,2,-,2
TAXEOBACTER,1,-,-,-,-,2,-,-,-,-,1
TAYLORELLA EQUIGENITALIS,-,-,2,-,3,-,-,2,-,,2
TEICHOCOCCUS,1,-,-,1,-,-,-,-,-,-,1
TELLURIA,1,-,-,1,-,-,-,-,1,-,1
TENACIBACULUM MARITIMUM,2,2,-,2,-,-,-,-,-,-,2
TENACIBACULUM OVOLYTICUM,-,-,2,-,-,-,-,-,-,,2
TEPIDANAEROBACTER,1,-,-,-,-,-,-,-,-,-,1
TEPIDIBACTER,1,-,-,1,-,-,-,-,-,-,1
TEPIDICELLA,1,-,-,-,-,-,-,-,-,-,1
TEPIDIMICROBIUM,1,-,-,-,-,-,-,-,-,-,1
TEPIDIMONAS,1,-,-,1,-,-,-,-,-,-,1
TEPIDIPHILUS,1,-,-,1,-,-,-,-,-,-,1
TERASAKIELLA,1,-,-,1,-,-,-,-,-,-,1
TERRABACTER,1,-,-,1,-,-,-,-,1,-,1
TERRACOCCUS,1,-,-,1,-,-,-,-,1,-,1
TERRIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
TERRIGLOBUS,1,-,-,-,-,-,-,-,-,-,1
TERRIMONAS,1,-,-,-,-,-,-,-,-,-,1
TESSARACOCCUS,1,-,-,1,-,-,-,-,-,-,1
TETRAGENOCOCCUS SOLITARIUS,-,-,-,-,-,-,-,1,-,,1
TETRASPHAERA,1,-,-,1,-,-,-,-,-,-,1
TETRATHIOBACTER,1,-,-,-,-,-,-,-,-,-,1
THALASSOBACILLUS,1,-,-,-,-,-,-,-,-,-,1
THALASSOBACTER,1,-,-,-,-,-,-,-,-,-,1
THALASSOBACULUM,1,-,-,-,-,-,-,-,-,-,1
THALASSOBIUS,1,-,-,-,-,-,-,-,-,-,1
THALASSOLITUUS,1,-,-,1,-,-,-,-,-,-,1
THALASSOSPIRA,1,-,-,1,-,-,-,-,-,-,1
THAUERA,1,-,-,1,-,-,-,-,1,-,1
THAXTERA,1,-,-,-,-,-,-,-,-,-,1
THERMACETOGENIUM,1,-,-,1,-,-,-,-,-,-,1
THERMAEROBACTER,1,-,-,1,-,-,-,-,-,-,1
THERMANAEROMONAS,1,-,-,1,-,-,-,-,-,-,1
THERMANAEROVIBRIO,1,-,-,1,-,-,-,-,-,-,1
THERMICANUS,1,-,-,1,-,-,-,-,-,-,1
THERMINCOLA,1,-,-,-,-,-,-,-,-,-,1
THERMITHIOBACILLUS,1,-,-,1,-,-,-,-,-,-,1
THERMOACTINOMYCES,1,-,-,1,-,-,-,-,1,-,1
